,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
7442,0.0,0.0,0.0,7,1,1,what album was made by katie melua,[['dbo:writer']],['dbo:artist'],factoid
7470,0.0,0.0,0.0,5,1,2,How tall is Amazon Eve?,[['dbo:height']],"['dbo:literaryGenre', 'dbo:type']",factoid
7493,0.0,0.0,0.0,8,1,7,Where is  Dofinivka Estuary  located ?,[['dbp:location']],"['dbo:city', 'dbo:country', 'dbo:district', 'dbo:region', 'dbo:riverMouth', 'dbo:sourceCountry', 'dbo:state']",factoid
7495,0.0,0.0,0.0,5,1,1,Where was steve israel born?,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
7497,0.0,0.0,0.0,15,2,5,Name the partners of the models whose one of the partner is Thom Evans ?,"[['dbo:partner'], ['dbo:partner']]","['dbo:associatedMusicalArtist', 'dbo:employer', 'dbo:knownFor', 'dbp:keyPeople', 'dbp:label']",list
7503,0.0,0.0,0.0,9,1,4,To which branch Edwin F. Hunter  belong ?,[['dbp:branch']],"['dbo:relation', 'dbo:relative', 'dbo:residence', 'dbp:relatives']",factoid
7515,0.0,0.0,0.0,7,1,2,Who was david a. hargrave influemced by,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:associatedMusicalArtist', 'dbo:deathPlace']",factoid
7533,0.0,0.0,0.0,6,1,2,what country is carsten lakies from,[['dbo:birthPlace']],"['dbo:country', 'dbo:hometown']",factoid
7547,0.0,0.0,0.0,3,1,2,where is storjuvtinden,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid
7566,0.0,0.0,0.0,7,1,1,who produced the escape in the silent,[['dbp:studio']],['dbo:producer'],factoid
7568,0.0,0.0,0.0,8,1,1,Who wrote the tv episode the natural order?,[['dbp:writer']],['dbo:writer'],factoid
7573,0.0,0.0,0.0,14,2,4,Name the common distributing label of the Chinga Chang Records and StandBy Records ?,"[['dbo:distributingLabel'], ['dbo:distributingLabel']]","['dbo:parentOrganisation', 'dbo:recordLabel', 'dbp:distributor', 'dbp:label']",list
7581,0.0,0.0,0.0,10,1,1,is black label society from los angeles or san diego,[['dbo:hometown']],['dbo:recordLabel'],boolean
7598,0.0,0.0,0.0,12,2,1,How many different people hold authority over the members of Balanidae family?,"[['dbo:family'], ['dbo:binomialAuthority']]",['dbp:successor'],count
7602,0.0,0.0,0.0,6,2,3,Who owns a bridge in Boston?,"[['dbo:locatedInArea'], ['dbp:owner']]","['dbo:city', 'dbo:location', 'dbo:owner']",factoid
7625,0.0,0.0,0.0,9,1,3,Is PIAS Recordings the distributing label of Wichita Recordings?,[['dbo:distributingLabel']],"['dbo:recordLabel', 'dbp:distributor', 'dbp:label']",boolean
7649,0.0,0.0,0.0,18,2,5,"Who  has these major shrines  : Emmitsburg, Maryland and Shrine of St. Elizabeth Ann Bayley Seton?","[['dbo:majorShrine'], ['dbo:majorShrine']]","['dbo:location', 'dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:restingPlace', 'dbp:restingplace']",factoid
7650,0.0,0.0,0.0,13,2,5,What is the life stance of the ethnic groups related to Micronesia ?,"[['dbo:related'], ['dbo:religion']]","['dbo:ethnicity', 'dbo:ideology', 'dbo:party', 'dbo:type', 'dbp:ethnicity']",factoid
7715,0.0,0.0,0.0,12,1,3,What is the name of the homeground of football team Panionios G.S.S.?,[['dbo:ground']],"['dbo:tenant', 'dbp:stadium', 'dbp:tenants']",factoid
7729,0.0,0.0,0.0,18,2,5,Which offices were held by the politicians who held their allegiance to the union of american civil war?,"[['dbp:allegiance'], ['dbp:office']]","['dbo:battle', 'dbo:commander', 'dbo:leader', 'dbp:battles', 'dbp:combatant']",factoid
7730,0.0,0.0,0.0,8,1,3,What are the airline hubs of Cascade Airways?,[['dbo:ideology']],"['dbo:hubAirport', 'dbo:targetAirport', 'dbp:hubs']",factoid
7732,0.0,0.0,0.0,10,2,6,In which state can I find Burr Truss styled bridges?,"[['dbp:style'], ['dbo:state']]","['dbo:architect', 'dbo:crosses', 'dbo:locatedInArea', 'dbo:maintainedBy', 'dbp:crosses', 'dbp:designer']",factoid
7737,0.0,0.0,0.0,9,2,5,What did the people buried in Toronto die of?,"[['dbp:restingPlace'], ['dbo:deathCause']]","['dbo:deathPlace', 'dbo:restingPlace', 'dbp:deathPlace', 'dbp:placeOfBurial', 'dbp:restingplace']",factoid
7766,0.0,0.0,0.0,9,1,4,Was Marshall Arisman the cover artist in american psycho?,[['dbp:coverArtist']],"['dbo:artist', 'dbo:musicalArtist', 'dbo:writer', 'dbp:artist']",boolean
7776,0.0,0.0,0.0,9,1,2,"Does the St lawrence river start in Kingston, Ontario?",[['dbo:sourceMountain']],"['dbo:hometown', 'dbo:riverMouth']",boolean
7782,0.0,0.0,0.0,9,1,3,which church is kjell magne bondevik a parishioner of,[['dbo:religion']],"['dbo:country', 'dbo:location', 'dbp:religion']",factoid
7788,0.0,0.0,0.0,6,1,1,what country is andrew seow from,[['dbo:country']],['dbo:birthPlace'],factoid
7789,0.0,0.0,0.0,8,1,4,What is the area of ITV (Thailand) ?,[['dbp:area']],"['dbo:city', 'dbo:country', 'dbo:location', 'dbp:broadcastArea']",factoid
7790,0.0,0.0,0.0,3,1,1,What is bbmak?,[['dbo:genre']],['dbo:location'],factoid
7801,0.0,0.0,0.0,9,1,2,who is a well known native son of crowborough,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:child', 'dbo:parent']",factoid
7833,0.0,0.0,0.0,15,2,1,From how many different places did the weapons used in the American Indian wars originate?,"[['dbp:origin'], ['dbo:usedInWar']]",['dbo:currency'],count
7853,0.0,0.0,0.0,7,1,4,Does Abdelhameed Amarri currently play for Khartoum?,[['dbp:currentclub']],"['dbo:formerTeam', 'dbo:team', 'dbp:nationalteam', 'dbp:playedFor']",boolean
7890,0.0,0.0,0.0,8,1,1,which position does matt ware have in football,[['dbp:currentpositionplain']],['dbo:position'],factoid
7895,0.0,0.0,0.0,16,2,0,Name the states which have been billed by the wrestlers who has also billed Georgia ?,"[['dbp:billed'], ['dbp:billed']]",[],list
7897,0.0,0.0,0.0,18,1,2,Who was the silver medalist of Gymnastics at the 2008 Summer Olympics  Women's artistic individual all-around ?,[['dbo:silverMedalist']],"['dbo:honours', 'dbp:birthPlace']",factoid
7921,0.0,0.0,0.0,12,1,4,How many gold medals did Michael Phelps win at the 2008 Olympics?,[['dbo:goldMedalist']],"['dbo:award', 'dbo:honours', 'dbp:awards', 'dbp:birthPlace']",count
7949,0.0,0.0,0.0,16,2,9,List the work institute of the medicians who has also worked at University of Miami ?,"[['dbp:workInstitutions'], ['dbp:workInstitutions']]","['dbo:academicAdvisor', 'dbo:almaMater', 'dbo:doctoralAdvisor', 'dbo:education', 'dbo:institution', 'dbo:university', 'dbp:almaMater', 'dbp:education', 'dbp:knownFor']",list
7957,0.0,0.0,0.0,18,2,4,How many party are there of the office holders whose one of the party is Janata Dal ?,"[['dbo:otherParty'], ['dbo:otherParty']]","['dbo:leaderName', 'dbo:party', 'dbp:constituency', 'dbp:party']",count
7977,0.0,0.0,0.0,9,1,1,What is the name of a notable ballet artist,[['dbo:genre']],['dbo:occupation'],factoid
8026,0.0,0.0,0.0,8,1,3,Does Walson Augustin play for the Brothers Union?,[['dbp:currentclub']],"['dbo:formerTeam', 'dbo:team', 'dbp:playedFor']",boolean
8033,0.0,0.0,0.0,3,1,1,who plublished frogs,[['dbo:publisher']],['dbo:genre'],factoid
8069,0.0,0.0,0.0,7,1,4,"what is located in san nicolas, batangas?",[['dbo:locatedInArea']],"['dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region']",factoid
8077,0.0,0.0,0.0,9,1,2,which asian city showcasts the gloomy salad days program,[['dbo:country']],"['dbo:location', 'dbp:genre']",factoid
8082,0.0,0.0,0.0,7,1,2,Who is the manager of Real Madrid?,[['dbo:manager']],"['dbo:managerClub', 'dbp:managerclubs']",factoid
8098,0.0,0.0,0.0,8,1,1,what was paul h. dunn's place of death,[['dbp:deathPlace']],['dbo:deathPlace'],factoid
8101,0.0,0.0,0.0,11,1,2,Was Michael Schumacher the Pole driver of 1994 Spanish Grand Prix?,[['dbp:poleDriver']],"['dbo:poleDriver', 'dbp:race']",boolean
8111,0.0,0.0,0.0,6,1,2,"Which river goes through cohoes, NY",[['dbo:river']],"['dbo:city', 'dbo:location']",factoid
8116,0.0,0.0,0.0,6,1,1,what types of album is khaled,[['dbo:type']],['dbo:genre'],factoid
8118,0.0,0.0,0.0,9,1,3,Where is the  assembly of Caterpillar 797 ?,[['dbo:assembly']],"['dbo:manufacturer', 'dbp:nationalOrigin', 'dbp:related']",factoid
8121,0.0,0.0,0.0,10,1,7,Is my truly truly fair the band of mitch miller?,[['dbo:musicalBand']],"['dbo:associatedBand', 'dbo:bandMember', 'dbo:formerBandMember', 'dbp:artist', 'dbp:currentMembers', 'dbp:pastMembers', 'dbp:writer']",boolean
8129,0.0,0.0,0.0,5,1,1,where did shahram originate from,[['dbo:birthPlace']],['dbo:hometown'],factoid
8131,0.0,0.0,0.0,9,2,0,How many people hold important positions alongwith Donna Shalala?,"[['dbo:keyPerson'], ['dbp:keyPeople']]",[],count
8132,0.0,0.0,0.0,10,1,1,What type of achitecture is the old vanderburgh county courthouse?,[['dbo:architecturalStyle']],['dbo:type'],factoid
8139,0.0,0.0,0.0,4,1,2,who inspired catwoman (film),[['dbo:writer']],"['dbo:influenced', 'dbo:influencedBy']",factoid
8164,0.0,0.0,0.0,9,1,2,what film is the brave one (2007 film) by?,[['dbo:writer']],"['dbo:director', 'dbo:producer']",factoid
8170,0.0,0.0,0.0,8,2,2,Over what do Concor holdings have a bridge?,"[['dbo:builder'], ['dbp:crosses']]","['dbo:owner', 'dbp:owner']",factoid
8179,0.0,0.0,0.0,11,1,2,What is the division of Serbia national American football team ?,[['dbo:division']],"['dbo:country', 'dbp:nationalteam']",factoid
8188,0.0,0.0,0.0,16,1,5,Which countries came together to serve a greater purpose and founded South Asia Subregional Economic Cooperation?,[['dbp:membership']],"['dbo:foundationPlace', 'dbo:founder', 'dbo:leader', 'dbp:country', 'dbp:purpose']",factoid
8248,0.0,0.0,0.0,14,1,6,What cities are near to Nihoa which is also known as Bird Island ?,[['dbp:nearestCity']],"['dbo:largestCity', 'dbo:location', 'dbo:nearestCity', 'dbp:archipelago', 'dbp:cities', 'dbp:location']",factoid
8264,0.0,0.0,0.0,9,1,2,what is the name of the monster magnet album,[['dbo:artist']],"['dbo:genre', 'dbo:type']",factoid
8294,0.0,0.0,0.0,6,1,1,which country is timo salonen from,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
8319,0.0,0.0,0.0,5,1,1,What band wrote steve jablonsky,[['dbo:artist']],['dbo:writer'],factoid
8344,0.0,0.0,0.0,8,2,4,Which settlement's neighboring municipalities are Cologny and Pregny-Chambsy?,"[['dbo:neighboringMunicipality'], ['dbp:neighboringMunicipalities']]","['dbo:largestCity', 'dbo:nearestCity', 'dbp:archipelago', 'dbp:cities']",factoid
8367,0.0,0.0,0.0,5,1,0,When was the Titanic completed?,[['dbo:completionDate']],[],factoid
8374,0.0,0.0,0.0,7,1,1,Where was bryn lewis when he died,[['dbp:deathPlace']],['dbo:deathPlace'],factoid
8378,0.0,0.0,0.0,15,2,2,Who are the people whose alumna is a part of the National Collegiate Athletic Association?,"[['dbo:athletics'], ['dbp:education']]","['dbo:sport', 'dbp:athletics']",factoid
8382,0.0,0.0,0.0,6,1,1,What created kate spade new york,[['dbo:foundedBy']],['dbo:creator'],factoid
8420,0.0,0.0,0.0,5,1,6,Which rivers originate from Dowra?,[['dbo:sourceMountain']],"['dbo:mouthMountain', 'dbo:riverMouth', 'dbo:source', 'dbo:sourceCountry', 'dbo:sourcePlace', 'dbp:mouthLocation']",factoid
8457,0.0,0.0,0.0,8,1,3,Where did Jerry Tagge do his elementary schooling?,[['dbp:highSchool']],"['dbo:education', 'dbo:sport', 'dbp:almaMater']",factoid
8468,0.0,0.0,0.0,11,1,2,What type of album is the very best of bonnie tyler?,[['dbo:type']],"['dbo:artist', 'dbo:genre']",factoid
8469,0.0,0.0,0.0,6,1,1,what genre is the cutting room?,[['dbo:literaryGenre']],['dbo:genre'],factoid
8472,0.0,0.0,0.0,8,1,2,What's a sports game made by midway games,[['dbo:genre']],"['dbo:developer', 'dbo:publisher']",factoid
8481,0.0,0.0,0.0,6,1,1,who was burried in st martin-in-the-fields,[['dbo:restingPlace']],['dbo:location'],factoid
8493,0.0,0.0,0.0,6,1,2,what is may lo mei-mei's nationality,[['dbo:country']],"['dbo:birthPlace', 'dbo:nationality']",factoid
8496,0.0,0.0,0.0,7,1,1,which album is created by rod stewart,[['dbo:type']],['dbo:artist'],factoid
8509,0.0,0.0,0.0,6,1,1,what city did alphonse girandy die,[['dbo:restingPlace']],['dbo:deathPlace'],factoid
8536,0.0,0.0,0.0,3,1,1,who practices catholicism,[['dbp:religion']],['dbo:religion'],factoid
8537,0.0,0.0,0.0,7,1,4,Name the university of Alexandre Tichonov ?,[['dbp:university']],"['dbo:almaMater', 'dbo:campus', 'dbo:institution', 'dbo:university']",list
8545,0.0,0.0,0.0,4,1,1,who srote quo vadis,[['dbo:author']],['dbo:type'],factoid
8550,0.0,0.0,0.0,21,2,2,Where did the ultimate fighter: a champion will be crowned tonight and ultimate fighter: team rousey vs team tate take place?,"[['dbp:city'], ['dbp:city']]","['dbo:location', 'dbo:locationCity']",factoid
8591,0.0,0.0,0.0,8,1,2,Is Robin Gibb the singer of Oh! Darling?,[['dbo:musicalArtist']],"['dbo:associatedBand', 'dbp:artist']",boolean
8592,0.0,0.0,0.0,9,2,3,Which newspaper is owned by people living in Oslo?,"[['dbo:location'], ['dbp:owners']]","['dbo:owner', 'dbo:owningCompany', 'dbp:owner']",factoid
8607,0.0,0.0,0.0,6,1,0,Give me all female German chancellors.,[['dbp:incumbent']],[],list
8611,0.0,0.0,0.0,4,1,3,Which actor played Chewbacca?,[['dbo:portrayer']],"['dbo:birthPlace', 'dbo:occupation', 'dbp:birthPlace']",factoid
8614,0.0,0.0,0.0,8,2,1,List some musicians associated with famous guitar players?,"[['dbp:notableInstruments'], ['dbo:associatedMusicalArtist']]",['dbo:instrument'],list
8618,0.0,0.0,0.0,9,1,1,Who is the editor of Hearth and Home ?,[['dbo:editor']],['dbo:editing'],factoid
8650,0.0,0.0,0.0,6,1,2,what country is high willhays in,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid
8690,0.0,0.0,0.0,6,1,1,whats the nationality of irena bernášková,[['dbo:nationality']],['dbo:birthPlace'],factoid
8691,0.0,0.0,0.0,7,1,1,what was composed in newfoundland and labrador,"[['dbo:province', 'dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]",['dbo:writer'],factoid
8708,0.0,0.0,0.0,13,1,2,To which county of New York city does the Tremount Avenue street belong?,[['dbp:counties']],"['dbo:capital', 'dbo:largestCity']",factoid
8712,0.0,0.0,0.0,11,2,6,Where does the network cofounded by Seewoosagur Ramgoolam air its shows?,"[['dbp:founder'], ['dbp:broadcastArea']]","['dbo:network', 'dbp:company', 'dbp:distributor', 'dbp:headquarters', 'dbp:network', 'dbp:sisterNames']",factoid
8721,0.0,0.0,0.0,10,1,1,"which texas city does volcano, i'm still excited!! come from?",[['dbo:hometown']],['dbo:location'],factoid
8736,0.0,0.0,0.0,5,1,1,Is facebook a public company?,[['dbp:companyType']],['dbo:industry'],boolean
8749,0.0,0.0,0.0,9,1,2,What are the movies with Daniel Waters as screenwriter?,[['dbp:screenplay']],"['dbo:occupation', 'dbo:writer']",factoid
8762,0.0,0.0,0.0,7,1,2,How many politicians are in the militia?,[['dbp:branch']],"['dbo:militaryBranch', 'dbo:residence']",count
8767,0.0,0.0,0.0,7,1,2,Who is the founder of Pittsburgh ?,[['dbo:founder']],"['dbo:foundedBy', 'dbp:founder']",factoid
8785,0.0,0.0,0.0,8,1,1,what genre is the tv show little women,[['dbp:genre']],['dbo:genre'],factoid
8788,0.0,0.0,0.0,6,1,2,who produced the movie rooster cogburn,[['dbo:producer']],"['dbo:distributor', 'dbp:studio']",factoid
8804,0.0,0.0,0.0,12,2,4,What is the country of origin of the president of Skai group?,"[['dbo:keyPerson'], ['dbo:stateOfOrigin']]","['dbo:country', 'dbo:leader', 'dbo:nationality', 'dbp:allegiance']",factoid
8808,0.0,0.0,0.0,6,1,3,what's the capital city of namchi,"[['dbo:country', 'dbo:isPartOf']]","['dbo:capital', 'dbo:largestCity', 'dbo:location']",list
8815,0.0,0.0,0.0,9,1,0,Give me a count on associates of Johnny Cash?,[['dbp:associatedActs']],[],list
8832,0.0,0.0,0.0,11,2,2,Martin AN/GSG-5 is a part of the building in which city?,"[['dbo:part'], ['dbp:district']]","['dbo:city', 'dbo:location']",list
8845,0.0,0.0,0.0,10,1,2,in which country is the coastal city of oda located,[['dbo:region']],"['dbo:country', 'dbo:isPartOf']",factoid
8870,0.0,0.0,0.0,15,1,6,"After the death of which political figure, did the Coalition Provisional Authority came into power?",[['dbp:successor']],"['dbo:deathPlace', 'dbo:leader', 'dbp:deathPlace', 'dbp:governingBody', 'dbp:party', 'dbp:placeOfDeath']",list
8910,0.0,0.0,0.0,10,1,2,What is a cartoon that jeff smith (cartoonist) had written,[['dbo:author']],"['dbo:writer', 'dbp:writer']",factoid
8941,0.0,0.0,0.0,6,1,3,When was Alberta admitted as province?,[['dbp:admittancedate']],"['dbo:capital', 'dbo:largestCity', 'dbp:country']",factoid
8959,0.0,0.0,0.0,6,1,2,which actor was born in israel?,[['dbo:occupation']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
8962,0.0,0.0,0.0,7,1,1,where from asia is misa uehara from,[['dbo:country']],['dbo:birthPlace'],factoid
8984,0.0,0.0,0.0,9,1,1,what's a song that sonata arctica wrote and perfroms,[['dbo:artist']],['dbo:writer'],list
8986,0.0,0.0,0.0,8,1,1,what films have been produced by walden media?,[['dbp:studio']],['dbo:distributor'],factoid
8991,0.0,0.0,0.0,10,1,2,What is the album recorded by the romanian artist Inna?,[['dbo:type']],"['dbo:artist', 'dbo:recordLabel']",factoid
9011,0.0,0.0,0.0,6,1,1,which genre is book of lightning,[['dbo:genre']],['dbo:literaryGenre'],factoid
9021,0.0,0.0,0.0,7,1,3, Count the participants of the NBA.,[['dbo:league']],"['dbo:formerTeam', 'dbo:team', 'dbp:league']",count
9026,0.0,0.0,0.0,3,1,4,where is grenzgipfel,[['dbo:locatedInArea']],"['dbo:country', 'dbo:district', 'dbo:isPartOf', 'dbo:region']",factoid
9029,0.0,0.0,0.0,8,1,3,Which comic characters are painted by Bill Finger?,[['dbo:creator']],"['dbp:characters', 'dbp:creator', 'dbp:creators']",factoid
9036,0.0,0.0,0.0,9,1,1,who was the composer of u know whats up,[['dbo:musicalArtist']],['dbo:writer'],factoid
9054,0.0,0.0,0.0,15,2,2,Rashid Behbudov State Song Theatre and Baku Puppet Theatre can be found in which country?,"[['dbo:locationCountry'], ['dbo:locationCountry']]","['dbo:country', 'dbo:location']",list
9066,0.0,0.0,0.0,18,2,3,Who were the first drivers in the grand prix which took place at Autodromo Enzo e Dino Ferrari?,"[['dbo:location'], ['dbo:firstDriver']]","['dbo:poleDriver', 'dbp:firstTeam', 'dbp:race']",factoid
9089,0.0,0.0,0.0,7,1,2,which city in texas does kxan-tv services?,[['dbo:location']],"['dbo:broadcastArea', 'dbo:city']",factoid
9110,0.0,0.0,0.0,8,1,1,Which models were featured in Playboy Playmates 1954?,[['dbp:succeeded']],['dbp:birthPlace'],factoid
9131,0.0,0.0,0.0,9,2,1,List the Swedish newspaper headquarted in Stockholm ? ,"[['dbp:headquarters'], ['dbp:language']]",['dbo:headquarter'],list
9134,0.0,0.0,0.0,10,2,3,"Where do the people, famous for the Panathinaikos FC reside?","[['dbo:knownFor'], ['dbp:residence']]","['dbo:hometown', 'dbo:residence', 'dbp:placeOfBirth']",factoid
9156,0.0,0.0,0.0,9,1,3,name the races where bobby beasley took part ?,[['dbo:race']],"['dbo:grandsire', 'dbo:honours', 'dbp:race']",list
9162,0.0,0.0,0.0,8,1,1,what type of film is season of love?,[['dbo:genre']],['dbo:language'],factoid
9164,0.0,0.0,0.0,5,1,1,Name an elvis presley album,[['dbo:artist']],['dbo:genre'],list
9179,0.0,0.0,0.0,6,1,3,Who is the tallest basketball player?,[['dbo:height']],"['dbo:elevation', 'dbo:firstAscentPerson', 'dbo:locatedInArea']",factoid
9188,0.0,0.0,0.0,18,2,3,"List the significant buildings of the arch. whose one of the important work is Government Building, Kiev ?","[['dbo:significantBuilding'], ['dbo:significantBuilding']]","['dbo:architect', 'dbo:tenant', 'dbp:address']",list
9198,0.0,0.0,0.0,7,1,1,clodagh rodgers was born in what town,[['dbo:hometown']],['dbo:birthPlace'],factoid
9209,0.0,0.0,0.0,11,1,1,which albums were released by captain beefheart and the magic band?,[['dbo:type']],['dbo:artist'],factoid
9226,0.0,0.0,0.0,7,1,1,what is the music on crush called,[['dbo:genre']],['dbo:musicComposer'],factoid
9246,0.0,0.0,0.0,11,1,4,What is the name of a plateau located in menard county,"[['dbo:country', 'dbo:state']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid
9258,0.0,0.0,0.0,8,1,1,what type of video game is marathon infinity,[['dbo:genre']],['dbp:modes'],factoid
9261,0.0,0.0,0.0,7,2,2,Name some books by Spanish speaking authors.,"[['dbp:language'], ['dbp:author']]","['dbo:author', 'dbo:notableWork']",list
9267,0.0,0.0,0.0,6,1,1,Where is Lao Plaza Hotel located?,[['dbp:developer']],['dbo:location'],factoid
9278,0.0,0.0,0.0,5,1,1,what is an electronic album,[['dbo:type']],['dbo:genre'],factoid
9304,0.0,0.0,0.0,6,1,2,what did beatrice winde die from,[['dbo:deathCause']],"['dbo:birthPlace', 'dbo:deathPlace']",factoid
9305,0.0,0.0,0.0,6,1,1,What is bill cleary's birth place,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
9329,0.0,0.0,0.0,6,1,1,What's a song from josey scott,[['dbo:writer']],['dbo:artist'],factoid
9331,0.0,0.0,0.0,9,2,1,Which country does the creator of Miffy come from?,"[['dbo:creator'], ['dbo:nationality']]",['dbo:country'],factoid
9349,0.0,0.0,0.0,8,1,1,What musicians are signed up with colpix records?,[['dbp:label']],['dbo:recordLabel'],factoid
9353,0.0,0.0,0.0,5,1,1,where was antonis papadakis born,[['dbo:hometown']],['dbo:birthPlace'],factoid
9372,0.0,0.0,0.0,8,2,1,How many labels sign up progressive rock artists?,"[['dbp:genre'], ['dbo:recordLabel']]",['dbo:genre'],count
9373,0.0,0.0,0.0,13,2,2,"Where is the assembly of Plymouth Savoy, and where Special 26 was recorded?","[['dbo:assembly'], ['dbp:recorded']]","['dbo:capital', 'dbp:headquarters']",factoid
9377,0.0,0.0,0.0,8,1,4,Name the mouth country of Upper Neretva ?,[['dbo:mouthCountry']],"['dbo:country', 'dbo:district', 'dbo:riverMouth', 'dbo:sourceCountry']",list
9385,0.0,0.0,0.0,6,1,1,what are the names of artists,[['dbo:occupation']],['dbo:genre'],factoid
9449,0.0,0.0,0.0,7,1,1,What is an example of american craftsman?,[['dbo:architecturalStyle']],['dbo:occupation'],factoid
9453,0.0,0.0,0.0,9,2,2,What are some cities which have a Ferris wheel?,"[['dbp:buildingType'], ['dbp:locationTown']]","['dbo:city', 'dbo:location']",factoid
9456,0.0,0.0,0.0,8,1,3,Which country is the city of mizuho located,[['dbo:region']],"['dbo:birthPlace', 'dbo:country', 'dbo:isPartOf']",factoid
9458,0.0,0.0,0.0,8,1,1,what type of game is quest: brian's journey,[['dbp:modes']],['dbo:genre'],factoid
9468,0.0,0.0,0.0,8,1,5,By which companies is RENFE Class 333 designed?,[['dbo:designer']],"['dbo:architect', 'dbo:designCompany', 'dbo:layout', 'dbo:manufacturer', 'dbp:designer']",factoid
9509,0.0,0.0,0.0,8,1,1,List the houses of Parliament of India ?,[['dbp:houses']],['dbp:constituency'],list
9526,0.0,0.0,0.0,4,1,1,where is Änglagård from?,[['dbo:country']],['dbo:hometown'],factoid
9546,0.0,0.0,0.0,8,1,4,What water bodies have primary inflows sa Kemijoki?,[['dbo:inflow']],"['dbo:mouthMountain', 'dbo:outflow', 'dbo:riverMouth', 'dbp:outflow']",factoid
9549,0.0,0.0,0.0,7,1,1,what is a work by memphis minnie,[['dbo:artist']],['dbo:writer'],factoid
9579,0.0,0.0,0.0,8,1,1,Name the artist of Brad Paisley discography ?,[['dbp:artist']],['dbo:genre'],list
9670,0.0,0.0,0.0,8,1,1,Who gave the voice for Allen Walker ?,[['dbo:voice']],['dbp:starring'],factoid
9672,0.0,0.0,0.0,6,1,1,where was sandy stevens tickodri-togboa born,[['dbo:nationality']],['dbo:birthPlace'],factoid
9699,0.0,0.0,0.0,10,1,5,is blue lagoon island a part of the bahamas achipelago?,[['dbo:archipelago']],"['dbo:capital', 'dbo:largestCity', 'dbo:location', 'dbp:archipelago', 'dbp:cities']",boolean
9703,0.0,0.0,0.0,4,1,3,Count all the Colonels?,[['dbp:rank']],"['dbo:commander', 'dbo:militaryRank', 'dbp:notableCommanders']",count
9704,0.0,0.0,0.0,6,1,1,what was created by fred appleyard,[['dbo:field']],['dbo:creator'],factoid
9716,0.0,0.0,0.0,5,1,5,When was Jack Wolfskin founded?,[['dbo:foundingYear']],"['dbo:foundationPlace', 'dbo:foundedBy', 'dbo:founder', 'dbp:foundation', 'dbp:founder']",factoid
9720,0.0,0.0,0.0,14,2,4,What is the largest city in the country where the San Marcos River originates?,"[['dbo:sourceMountain'], ['dbo:largestCity']]","['dbo:capital', 'dbo:country', 'dbo:district', 'dbo:sourceCountry']",factoid
9757,0.0,0.0,0.0,12,1,4,Is the Mount St Peter Church made in the international architectural style?,[['dbp:architecture']],"['dbo:architect', 'dbo:architecturalStyle', 'dbp:address', 'dbp:architectureStyle']",boolean
9761,0.0,0.0,0.0,8,1,1,which type of film is emma released in?,[['dbo:genre']],['dbo:language'],factoid
9783,0.0,0.0,0.0,8,1,1,Is Essex the Ceremonial County of West Tilbury?,[['dbo:ceremonialCounty']],['dbo:capital'],boolean
9805,0.0,0.0,0.0,10,1,2,What is a basin country that jur river flows through,[['dbo:sourceCountry']],"['dbo:country', 'dbo:district']",factoid
9823,0.0,0.0,0.0,13,2,8,Under which US president was a politician in opposition of John G Schmitz?,"[['dbp:opponent'], ['dbo:incumbent']]","['dbo:leader', 'dbo:leaderName', 'dbo:opponent', 'dbo:party', 'dbo:president', 'dbp:leader', 'dbp:party', 'dbp:president']",factoid
9829,0.0,0.0,0.0,7,1,2,Did Chant Mas originate in West Africa?,[['dbo:stylisticOrigin']],"['dbo:hometown', 'dbo:origin']",boolean
9860,0.0,0.0,0.0,11,1,1,Name the language of I Love How You Love Me ?,[['dbp:language']],['dbo:language'],list
9869,0.0,0.0,0.0,11,2,2,Who owns the schools which have a penguin as its mascot?,"[['dbp:mascot'], ['dbo:authority']]","['dbo:owner', 'dbp:owner']",factoid
9871,0.0,0.0,0.0,7,1,4,yoo in-young has citizenship in what country?,[['dbo:birthPlace']],"['dbo:citizenship', 'dbo:country', 'dbo:nationality', 'dbp:nationality']",list
9880,0.0,0.0,0.0,16,2,3,What are some video games whose music is composed by an employ of the company Creatures?,"[['dbp:composer'], ['dbo:occupation']]","['dbo:industry', 'dbo:musicComposer', 'dbp:services']",factoid
9888,0.0,0.0,0.0,7,1,1,what football position does wayne capers play?,[['dbp:position']],['dbo:position'],factoid
