,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,training_count
4747,0.0,0.0,0.0,8,2,0,What is the purpose of some Maharashtran organizations?,"[['dbo:headquarter'], ['dbp:purpose']]",[],"[[73], [15]]"
4749,0.0,0.0,0.0,9,1,1,from what south american country is amado nervo from,[['dbo:deathPlace']],['dbo:birthPlace'],[[1213]]
4752,0.0,0.0,0.0,15,2,1,List all the movies whose music has been made up with someone under RCA records?,"[['dbp:music'], ['dbo:recordLabel']]",['dbp:label'],"[[26], [880]]"
4758,0.0,0.0,0.0,13,2,0,Which is the common prospect team of Mikhail Pashnin and Robin kovacs ?,"[['dbp:prospectTeam'], ['dbo:prospectTeam']]",[],"[[8], [2]]"
4770,0.0,0.0,0.0,10,1,0,How many members are there in the European Go Federation?,[['dbp:membership']],[],[[11]]
4772,0.0,0.0,0.0,8,1,0,Where is the río grande de arecibo located?,[['dbo:sourceCountry']],[],[[22]]
4788,0.0,0.0,0.0,12,2,0,Who is the mfr. of the engine used in Ford Transit ?,"[['dbp:engine'], ['dbo:manufacturer']]",[],"[[7], [58]]"
4800,0.0,0.0,0.0,14,2,0,List the people died in Hyderabad and are a member of political party ?,"[['dbo:deathPlace'], ['dbo:party']]",[],"[[1213], [26]]"
4806,0.0,0.0,0.0,8,1,1,what is the nationality of thad h. brown,[['dbo:country']],['dbo:nationality'],[[2554]]
4813,0.0,0.0,0.0,9,1,0,Was Duanne Allman famous for playing the Gibson SG?,[['dbp:notableInstruments']],[],[[9]]
4826,0.0,0.0,0.0,10,1,1,which latin country is nando reis e os infernais form,[['dbo:hometown']],['dbo:nationality'],[[505]]
4827,0.0,0.0,0.0,5,1,1,What nationality is miland petrozza,[['dbo:hometown']],['dbo:nationality'],[[505]]
4848,0.0,0.0,0.0,19,2,0,Which TV show's  opening theme is The Best of Both Worlds (song) and executive producer is Steven Peterman?,"[['dbo:openingTheme'], ['dbp:executiveProducer']]",[],"[[11], [4]]"
4855,0.0,0.0,0.0,9,2,0,Which fictional character's relatives were made by Ted Osborne?,"[['dbp:relatives'], ['dbo:creator']]",[],"[[24], [246]]"
4857,0.0,0.0,0.0,7,1,1,what is the nationality of adam silverman,[['dbo:country']],['dbo:nationality'],[[2554]]
4865,0.0,0.0,0.0,17,2,0,With which musical artist is the music group which sung Mind Blowin' related to ?  ,"[['dbo:musicalArtist'], ['dbo:associatedMusicalArtist']]",[],"[[23], [26]]"
4866,0.0,0.0,0.0,15,2,0,What is the place of birth of the jockey who breeded De La Rose ?,"[['dbo:breeder'], ['dbp:birthPlace']]",[],"[[4], [1526]]"
4880,0.0,0.0,0.0,9,1,1,where is the place of birth of john madden,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
4901,0.0,0.0,0.0,10,2,0,How many movies have a screenplay located in the States?,"[['dbp:screenplay'], ['dbo:birthPlace']]",[],"[[11], [4201]]"
4905,0.0,0.0,0.0,14,2,0,The pope whose shrine is in St Peter's Basilica was venerated in which sects?,"[['dbp:majorShrine'], ['dbp:veneratedIn']]",[],"[[5], [13]]"
4915,0.0,0.0,0.0,8,1,1,Waddy wachtel did the music for what movies?,[['dbp:music']],['dbo:musicComposer'],[[26]]
4930,0.0,0.0,0.0,14,2,1,Which country is the birth place of Marcus Samuelsson and Samuel of Waldebba ?,"[['dbp:birthPlace'], ['dbp:placeOfBirth']]",['dbo:birthPlace'],"[[1526], [41]]"
4947,0.0,0.0,0.0,6,2,0,Whose network's parent organisation is Comcast?,"[['dbo:parentOrganisation'], ['dbo:network']]",[],"[[10], [23]]"
4969,0.0,0.0,0.0,12,2,0,Who was in military unit which played the role of Air interdiction?,"[['dbp:role'], ['dbo:militaryUnit']]",[],"[[3], [16]]"
4974,0.0,0.0,0.0,15,2,0,What sports are there at the universities affiliated to the National Capital Region Athletic Association?,"[['dbo:affiliation'], ['dbp:athletics']]",[],"[[15], [19]]"
4987,0.0,0.0,0.0,4,1,0,Who is les schwab?,[['dbo:occupation']],[],[[629]]
4990,0.0,0.0,0.0,6,1,1,what is charles a. gunn's nationality,[['dbo:country']],['dbo:nationality'],[[2554]]
5000,0.0,0.0,0.0,9,2,0,How many religions have the relatives of waxiangs followed?,"[['dbp:related'], ['dbo:religion']]",[],"[[11], [257]]"
5006,0.0,0.0,0.0,7,1,0,who is the inspiration of jim carrey,[['dbo:influenced']],[],[[170]]
5012,0.0,0.0,0.0,7,1,0,what is moses sichone's country of nationality?,[['dbo:birthPlace']],[],[[4201]]
5024,0.0,0.0,0.0,10,1,1,What genre of tv program is strain: strategic armored infantry?,[['dbp:genre']],['dbo:genre'],[[246]]
5026,0.0,0.0,0.0,20,2,0,"Who was the prime minister of Victor Hope, 2nd Marquess of Linlithgow and also the editor of British Gazette ?","[['dbp:editor'], ['dbp:primeminister']]",[],"[[10], [16]]"
5035,0.0,0.0,0.0,6,1,1,Which state was santonio thomas from,[['dbp:birthPlace']],['dbo:birthPlace'],[[1526]]
5050,0.0,0.0,0.0,9,1,0,Was Don't Bring Me Down recorded in West Germany?,[['dbp:recorded']],[],[[6]]
5062,0.0,0.0,0.0,6,2,1,Who owns a bridge in Boston?,"[['dbo:locatedInArea'], ['dbp:owner']]",['dbo:owner'],"[[1072], [51]]"
5066,0.0,0.0,0.0,8,1,1,what type of film is season of love?,[['dbo:genre']],['dbo:language'],[[5588]]
5069,0.0,0.0,0.0,10,2,0,What is the organisation whose purposes are Environmentalism and Peace?,"[['dbp:purpose'], ['dbp:purpose']]",[],"[[15], [15]]"
5085,0.0,0.0,0.0,5,1,1,what genre is tam lin?,[['dbo:literaryGenre']],['dbo:genre'],[[750]]
5086,0.0,0.0,0.0,14,2,0,How many factions were fighting in the wars where Blue Jacket was a commander?,"[['dbp:commander'], ['dbp:combatant']]",[],"[[5], [14]]"
5088,0.0,0.0,0.0,12,2,0,In which state is the alma matter of Jan Paulsen located ?,"[['dbo:almaMater'], ['dbp:state']]",[],"[[45], [21]]"
5089,0.0,0.0,0.0,6,2,0,Where do bachelor of arts live?,"[['dbp:almaMater'], ['dbo:residence']]",[],"[[29], [34]]"
5106,0.0,0.0,0.0,9,2,1,List all the faiths that British Columbian politicians follow?,"[['dbp:residence'], ['dbp:religion']]",['dbo:religion'],"[[25], [78]]"
5110,0.0,0.0,0.0,12,1,1,Who was the writer for the episode titled old money (the simpsons),[['dbp:writer']],['dbo:writer'],[[61]]
5125,0.0,0.0,0.0,10,1,1,What type of rock is new ipswich mountain made of,[['dbo:type']],['dbo:genre'],[[1160]]
5130,0.0,0.0,0.0,9,1,1,where city in minnesota was catharine mackinnon  born,[['dbp:birthPlace']],['dbo:birthPlace'],[[1526]]
5152,0.0,0.0,0.0,10,2,0,Who has canonized someone who's a doctor of the church?,"[['dbp:titles'], ['dbo:canonizedBy']]",[],"[[1], [5]]"
5157,0.0,0.0,0.0,9,1,0,Give me some softwares which run on mac os,[['dbo:operatingSystem']],[],[[15]]
5162,0.0,0.0,0.0,12,2,0,How many sports are played in organizations presided by Emanuel de Guzman?,"[['dbo:sport'], ['dbo:president']]",[],"[[41], [19]]"
5164,0.0,0.0,0.0,8,2,0,What band has Joe Hahn and Chester Bennington?,"[['dbp:currentMembers'], ['dbp:currentMembers']]",[],"[[14], [14]]"
5165,0.0,0.0,0.0,6,1,1,what country is tom shapiro from,[['dbo:hometown']],['dbo:birthPlace'],[[505]]
5166,0.0,0.0,0.0,11,1,1,what kind of comdey is not the end of the world,[['dbo:literaryGenre']],['dbo:genre'],[[750]]
5182,0.0,0.0,0.0,10,1,0,What is the protected area whose nearest city is Kenya?,[['dbo:nearestCity']],[],[[11]]
5196,0.5,0.5,0.5,13,2,2,What is the place of birth of the stars of Auto Shankar ?,"[['dbp:starring'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbo:starring']","[[31], [4201]]"
5198,0.0,0.0,0.0,12,2,1,How many things are crossed over by bridges which can carry cars?,"[['dbp:carries'], ['dbp:crosses']]",['dbo:crosses'],"[[4], [15]]"
5200,0.0,0.0,0.0,8,1,0,Through which countries does the Yenisei river flow?,[['dbo:country']],[],[[2554]]
5202,0.0,0.0,0.0,9,1,0,What is the smallest city by area in Germany?,[['dbo:areaTotal']],[],[[7]]
5219,0.0,0.0,0.0,12,2,0,Give me the sitcoms where Eliza Schneider and Isaac Hayes gave voice?,"[['dbp:voices'], ['dbp:voices']]",[],"[[18], [18]]"
5223,0.0,0.0,0.0,16,2,1,Who was the director of photography of Mickey's Mellerdrammer and the animator of Tommy Tucker's Tooth?,"[['dbp:cinematography'], ['dbp:animator']]",['dbo:cinematography'],"[[11], [7]]"
5224,0.0,0.0,0.0,10,1,0,What is the Band whose band member is Mark Middleton?,[['dbo:bandMember']],[],[[18]]
5231,0.0,0.0,0.0,7,2,1,Name some books by Spanish speaking authors.,"[['dbp:language'], ['dbp:author']]",['dbo:author'],"[[12], [24]]"
5232,0.0,0.0,0.0,13,2,0,"What company brought Riddim Ribbon to the market, and developed the batch monitor?","[['dbp:developer'], ['dbp:distributor']]",[],"[[18], [35]]"
5240,0.0,0.0,0.0,10,2,0,To which counties do Jerome avenue and Tremont avenue belong?,"[['dbp:counties'], ['dbp:counties']]",[],"[[5], [5]]"
5249,0.0,0.0,0.0,6,1,1,what is a city in arabah,[['dbo:region']],['dbo:country'],[[1153]]
5266,0.0,0.0,0.0,5,1,1,what is powell clayton's nationality,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
5278,0.0,0.0,0.0,10,1,0,Is Julia Gillard a part of monarch of elizabeth 2?,[['dbp:monarch']],[],[[1]]
5288,0.0,0.0,0.0,16,2,0,Which part of the US political framework did Arthur Bagby and Thomas H hicks both serve?,"[['dbp:order'], ['dbp:order']]",[],"[[6], [6]]"
5297,0.0,0.0,0.0,17,2,0,Which city was designed by saleen Pator which is also the birht location of Jimmy Diggs ?,"[['dbo:birthPlace'], ['dbp:designer']]",[],"[[4201], [21]]"
5299,0.0,0.0,0.0,13,2,0,What is the drafted team of the people expected to join toronto marlies?,"[['dbo:prospectTeam'], ['dbp:draftTeam']]",[],"[[2], [17]]"
5300,0.0,0.0,0.0,11,2,0,What is the name of the university where Obama's wife studied?,"[['dbo:spouse'], ['dbo:almaMater']]",[],"[[30], [45]]"
5306,0.0,0.0,0.0,12,1,0,"Did James brown make the song Killing is Out, School Is In?",[['dbo:musicalBand']],[],[[10]]
5318,0.0,0.0,0.0,7,1,1,Name a work written by william blake,[['dbo:notableWork']],['dbo:author'],[[92]]
5326,0.0,0.0,0.0,8,1,1,what album is produced by san francisco symphony,[['dbo:artist']],['dbo:type'],[[1147]]
5328,0.0,0.0,0.0,9,2,0,Who are relatives of Ozzy Osbourne and Kelly Osbourne?,"[['dbp:relatives'], ['dbp:relatives']]",[],"[[24], [24]]"
5344,0.0,0.0,0.0,8,1,0,Is Robin Gibb the singer of Oh! Darling?,[['dbo:musicalArtist']],[],[[23]]
5362,0.0,0.0,0.0,4,1,2,Were is cerro located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:locatedInArea', 'dbo:location']","[[2554, 1891]]"
5365,0.0,0.0,0.0,10,1,1,what city in new york did joseph francis flannelly die,[['dbp:deathPlace']],['dbo:deathPlace'],[[178]]
5368,0.0,0.0,0.0,15,2,0,"Which political party of kumta had affiliation with Indian general election, 2004 (Andhra Pradesh) ","[['dbo:affiliation'], ['dbp:governmentType']]",[],"[[15], [3]]"
5374,0.0,0.0,0.0,10,1,0,Count the number of region of AN/FSQ-7 Combat Direction Central?,[['dbo:region']],[],[[1153]]
5387,0.0,0.0,0.0,8,1,1,Who's an actress that worked at blandford cemetery,[['dbo:restingPlace']],['dbo:occupation'],[[95]]
5393,0.0,0.0,0.0,6,1,1,what country is theodore schwan from,[['dbp:birthPlace']],['dbo:birthPlace'],[[1526]]
5398,0.0,0.0,0.0,11,2,0,What is the religion of the academic authority on Ceratosoma tenue?,"[['dbo:binomialAuthority'], ['dbp:veneratedIn']]",[],"[[9], [13]]"
5417,0.0,0.0,0.0,8,1,2,who is the ragtime artist born in denmark?,[['dbo:genre']],"['dbo:birthPlace', 'dbp:birthPlace']",[[5588]]
5425,0.0,0.0,0.0,15,2,0,In which part of the world will I find Kim Sawchuk and Vuelta Mexico Telmex?,"[['dbp:region'], ['dbp:region']]",[],"[[13], [13]]"
5441,0.0,0.0,0.0,8,1,0,How many places were ruled by Elizabeth II?,[['dbp:leaderName']],[],[[13]]
5442,0.0,0.0,0.0,6,1,1,Which religion does antun saadeh follow?,[['dbp:religion']],['dbo:religion'],[[78]]
5448,0.0,0.0,0.0,10,2,0,In which countries were the Russian volleyball team players born?,"[['dbp:nationalteam'], ['dbp:placeOfBirth']]",[],"[[14], [41]]"
5451,0.0,0.0,0.0,16,2,0,Which destinations of the Air 2000 is also the location continent of the Falken Tire ?,"[['dbp:destinations'], ['dbo:locationCountry']]",[],"[[18], [8]]"
5455,0.0,0.0,0.0,5,1,0,What organisations purpose is Peace?,[['dbp:purpose']],[],[[15]]
5460,0.0,0.0,0.0,5,1,0,what is mark cohen's title,[['dbo:occupation']],[],[[629]]
5462,0.0,0.0,0.0,15,2,0,Which scientist's academic advisor is Georg Meissner and is known for invention of Anthrax ?,"[['dbo:knownFor'], ['dbp:doctoralAdvisor']]",[],"[[40], [11]]"
5469,0.0,0.0,0.0,12,2,0,What is the television show whose channel's parent organisation is Fox Sports?,"[['dbo:channel'], ['dbo:parentOrganisation']]",[],"[[8], [10]]"
5478,0.0,0.0,0.0,9,2,0,What are some people born in NY known for?,"[['dbo:birthPlace'], ['dbo:knownFor']]",[],"[[4201], [40]]"
5481,0.0,0.0,0.0,4,1,0,Where was Ganefo hosted?,[['dbp:hostCity']],[],[[4]]
5500,0.0,0.0,0.0,8,1,0,What is the region of Lumberjack  ?,[['dbp:region']],[],[[13]]
5505,0.0,0.0,0.0,6,2,1,Which awards have Puerto Ricons won?,"[['dbo:ethnicity'], ['dbp:awards']]",['dbo:award'],"[[39], [50]]"
5513,0.0,0.0,0.0,5,2,0,When did Dracula's creator die?,"[['dbo:creator'], ['dbo:deathDate']]",[],"[[246], [7]]"
5520,0.0,0.0,0.0,7,1,0,what does the cahora bassa flow into?,[['dbp:inflow']],[],[[7]]
5539,0.0,0.0,0.0,9,2,0,Which royal person married the successor of Darius I?,"[['dbp:spouse'], ['dbp:predecessor']]",[],"[[19], [26]]"
5541,0.0,0.0,0.0,5,1,1,Where is mike morrell from,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
5552,0.0,0.0,0.0,11,2,0,"What does the river flow into, whose left tributary is Bukovica?","[['dbo:leftTributary'], ['dbo:mouthCountry']]",[],"[[6], [5]]"
5593,0.0,0.0,0.0,9,1,0,Who is the appointer of Earl B. Ruth ?,[['dbp:appointer']],[],[[11]]
5614,0.0,0.0,0.0,9,1,0,"Name the local authority of Trinity School, Brentwood ?",[['dbo:localAuthority']],[],[[11]]
5620,0.0,0.0,0.0,9,1,0,What is the draft team of Gene Conley ?,[['dbp:draftTeam']],[],[[17]]
5627,0.0,0.0,0.0,8,2,0,Which company builds Microsoft Azure and Microsoft Surface?,"[['dbo:product'], ['dbo:product']]",[],"[[29], [29]]"
5633,0.0,0.0,0.0,11,2,0,How many members are there of the organization headquartered at Amstelveen?,"[['dbp:headquarters'], ['dbp:membership']]",[],"[[32], [11]]"
5646,0.0,0.0,0.0,16,2,0,Who gave guest appearances on the show which is the next episode after the Bombshell one?,"[['dbo:previousWork'], ['dbp:guests']]",[],"[[11], [12]]"
5651,0.0,0.0,0.0,5,1,0,ITV employes how many people?,[['dbp:employer']],[],[[13]]
5656,0.0,0.0,0.0,11,1,0,who are the managers of england national under 20 football team?,[['dbp:managerclubs']],[],[[8]]
5672,0.0,0.0,0.0,7,1,1,who is the child of thomas cromwell,[['dbo:child']],['dbo:parent'],[[150]]
5679,0.0,0.0,0.0,12,2,0,How many universities are located in a country led by Olemic Thommessen?,"[['dbo:country'], ['dbp:leaderName']]",[],"[[2554], [13]]"
5685,0.0,0.0,0.0,14,2,1,List the graves of the royalities which have been buried at Beeleigh Abbey ?,"[['dbp:placeOfBurial'], ['dbp:placeOfBurial']]",['dbo:restingPlace'],"[[17], [17]]"
5686,0.0,0.0,0.0,5,1,0,Which programming languages influenced Javascript?,[['dbo:influenced']],[],[[170]]
5694,0.0,0.0,0.0,12,1,0,What is the route end of Birmingham and Oxford Junction Railway ?,[['dbo:routeEnd']],[],[[17]]
5701,0.0,0.0,0.0,11,1,0,Is Michael Schumacher the first driver of the 1994 grand prix?,[['dbp:firstDriver']],[],[[5]]
5710,0.0,0.0,0.0,6,1,1,which country is pacifico yokohama in,[['dbo:location']],['dbo:country'],[[1670]]
5715,0.0,0.0,0.0,8,1,1,What is an album put out by Freeez?,[['dbo:type']],['dbo:artist'],[[1160]]
5723,0.0,0.0,0.0,6,1,1,"Where is cyril connell, snr. from?",[['dbp:birthPlace']],['dbo:birthPlace'],[[1526]]
5730,0.0,0.0,0.0,9,1,1,Does the hudson river flow into the lower manhatten?,[['dbo:mouthMountain']],['dbo:riverMouth'],[[11]]
5733,0.0,0.0,0.0,11,2,1,Which U.S. states are in the same time zone as Utah?,"[['dbp:timezone'], ['dbp:timezone']]",['dbo:timeZone'],"[[4], [4]]"
5736,0.0,0.0,0.0,20,2,0,"What is the largest city of the country to whom, the battle honours of 65th Regiment of Foot were given?","[['dbp:battleHonours'], ['dbo:largestCity']]",[],"[[2], [23]]"
5739,0.0,0.0,0.0,9,2,0,List the opponents of the relatives of Thomas Helwys?,"[['dbo:relation'], ['dbo:opponent']]",[],"[[24], [16]]"
5768,0.0,0.0,0.0,14,2,0,What is the area of the broadcast network which has the affiliation with 9TV?,"[['dbp:affiliation'], ['dbp:area']]",[],"[[11], [12]]"
5769,0.0,0.0,0.0,12,1,1,Who is the founder of Oprah Winfrey Network (U.S. TV channel) ?,[['dbp:founder']],['dbo:foundedBy'],[[25]]
5770,0.0,0.0,0.0,9,2,1,What did the people buried in Toronto die of?,"[['dbp:restingPlace'], ['dbo:deathCause']]",['dbo:restingPlace'],"[[11], [319]]"
5774,0.0,0.0,0.0,5,1,0,When was Olof Palme shot?,[['dbo:deathDate']],[],[[7]]
5806,0.0,0.0,0.0,16,2,0,Which tenants of the Master Card center is also th draft team of Sam Carrrick ,"[['dbp:tenants'], ['dbp:draftTeam']]",[],"[[10], [17]]"
5815,0.0,0.0,0.0,5,1,1,Who developed the halcyon house,[['dbo:architect']],['dbo:developer'],[[43]]
5818,0.0,0.0,0.0,14,2,0,Spanish harlem incident and girl from the north country were originally composed by whom?,"[['dbo:composer'], ['dbo:composer']]",[],"[[12], [12]]"
5825,0.0,0.0,0.0,7,1,1,what is an album by jerry garcia?,[['dbo:type']],['dbo:artist'],[[1160]]
5831,0.0,0.0,0.0,12,1,1,which genre does the title two and a half men belong to,[['dbo:genre']],['dbo:literaryGenre'],[[5588]]
5834,0.0,0.0,0.0,5,1,1,What genre is theocracy in?,[['dbo:genre']],['dbo:literaryGenre'],[[5588]]
5840,0.0,0.0,0.0,10,2,0,List the awards given to the relatives of Gregorios Bernardakis.,"[['dbo:relative'], ['dbo:award']]",[],"[[22], [67]]"
5856,0.0,0.0,0.0,8,1,0,Was einstein a doctoral student of Alfred Kleiner?,[['dbo:doctoralStudent']],[],[[9]]
5873,0.0,0.0,0.0,8,1,0,List the ceremonial county of East Tilbury ?,[['dbo:ceremonialCounty']],[],[[5]]
5874,0.0,0.0,0.0,5,1,1,Where was clarence williams born?,[['dbo:literaryGenre']],['dbo:birthPlace'],[[750]]
5877,0.0,0.0,0.0,8,2,0,How many people have written for Gangan Comics?,"[['dbp:magazine'], ['dbp:author']]",[],"[[4], [24]]"
5884,0.0,0.0,0.0,14,2,0,Which country of Montaas Mayas Chiquibul is the birth place of Jos Bernardo Escobar?,"[['dbp:birthPlace'], ['dbp:country']]",[],"[[1526], [18]]"
5886,0.0,0.0,0.0,7,2,0,Whose military units are VMF-218 and VMF-155?,"[['dbo:militaryUnit'], ['dbo:militaryUnit']]",[],"[[16], [16]]"
5909,0.0,0.0,0.0,7,1,0,Where does the Kentucky cycle take place?,[['dbp:place']],[],[[10]]
5917,0.0,0.0,0.0,12,2,0,Who are the players whose current clubs have Ferran Soriano as chairman?,"[['dbp:currentclub'], ['dbp:chairman']]",[],"[[12], [5]]"
5930,0.0,0.0,0.0,10,2,0,Who is  related to Kelly Osbourne & Ozzy Osbourne?,"[['dbp:relatives'], ['dbp:relatives']]",[],"[[24], [24]]"
5931,0.0,0.0,0.0,6,1,1,where did simon dominic originate from,[['dbo:birthPlace']],['dbo:hometown'],[[4201]]
5947,0.0,0.0,0.0,7,1,0,list the founders of Bream Bay ?,[['dbp:founder']],[],[[25]]
5951,0.0,0.0,0.0,7,1,1,what country is leonid andreyev originally from,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
5955,0.0,0.0,0.0,18,2,0,What is the river whose source is Cowombat  Flat and has it's mouth located in Murray Mouth?,"[['dbo:riverMouth'], ['dbo:source']]",[],"[[39], [13]]"
5957,0.0,0.0,0.0,4,1,0,where is provins located,[['dbo:country']],[],[[2554]]
5966,0.0,0.0,0.0,13,2,0,Name the university with affiliations as Graham Holdings Company and campus at Indiana?,"[['dbo:campus'], ['dbp:affiliations']]",[],"[[13], [16]]"
5969,0.5,0.5,0.5,17,2,2,Name the television show whose voice is given by April Stewart and it's distributor is Broadcast syndication?,"[['dbo:distributor'], ['dbp:voices']]","['dbo:distributor', 'dbp:distributor']","[[119], [18]]"
5979,0.0,0.0,0.0,5,1,1,where is tonti township located?,"[['dbo:region', 'dbo:state']]",['dbo:country'],"[[1153, 875]]"
5990,0.0,0.0,0.0,6,2,0,What products do US companies make?,"[['dbo:location'], ['dbo:product']]",[],"[[1670], [29]]"
5995,0.0,0.0,0.0,8,1,0,What water bodies have primary inflows sa Kemijoki?,[['dbo:inflow']],[],[[5]]
6007,0.0,0.0,0.0,8,1,1,Isaac Hayes has acted in which movies ?,[['dbp:starring']],['dbo:starring'],[[31]]
6012,0.0,0.0,0.0,13,2,0,In how many different places does Canal and River Trust own its assets?,"[['dbo:owner'], ['dbo:location']]",[],"[[83], [1670]]"
6017,0.0,0.0,0.0,7,1,0,What is the official language of Suriname?,[['dbo:officialLanguage']],[],[[12]]
6023,0.0,0.0,0.0,7,1,1,What genre is against a dark background,[['dbo:literaryGenre']],['dbo:genre'],[[750]]
6026,0.0,0.0,0.0,15,2,0,What are some common games played in PATTS college of aeronautics and Jamiatu muslim mindanao?,"[['dbp:athletics'], ['dbp:athletics']]",[],"[[19], [19]]"
6038,0.0,0.0,0.0,7,1,0,What is the ethicity of Ted Falon?,[['dbo:ethnicity']],[],[[39]]
6044,0.0,0.0,0.0,10,1,0,what is the developer company of the portal video game,[['dbo:publisher']],[],[[288]]
6056,0.0,0.0,0.0,13,2,0,"Where is the assembly of Plymouth Savoy, and where Special 26 was recorded?","[['dbo:assembly'], ['dbp:recorded']]",[],"[[7], [6]]"
6062,0.0,0.0,0.0,11,1,1,whats the name of an album by sherine and tamer hosny,[['dbo:type']],['dbo:artist'],[[1160]]
6063,0.0,0.0,0.0,19,2,0,Which workplace of the Michael M. Sears is also the  governing body of the Burro Flats Painted Cave?,"[['dbo:governingBody'], ['dbo:employer']]",[],"[[5], [18]]"
6064,0.0,0.0,0.0,17,2,0,Which is the city closest to both the Lodaiska site and the home of David w brown?,"[['dbo:nearestCity'], ['dbo:nearestCity']]",[],"[[11], [11]]"
6065,0.0,0.0,0.0,4,1,2,Where is caledonia county?,"[['dbo:country', 'dbo:state']]","['dbo:isPartOf', 'dbo:location']","[[2554, 875]]"
6071,0.0,0.0,0.0,3,1,1,Name an anime.,[['dbo:language']],['dbp:genre'],[[520]]
6072,0.0,0.0,0.0,8,1,0,How many shows are aired on Comedy Central?,[['dbp:network']],[],[[18]]
6105,0.0,0.0,0.0,22,2,0,What is the place of death of the gymnast who was the silver medalist at the 1956 Summer Olympics Men's rings ?,"[['dbo:silverMedalist'], ['dbp:placeOfDeath']]",[],"[[4], [32]]"
6109,0.0,0.0,0.0,8,1,0,Name the capital of Barony of Caux ?,[['dbo:capital']],[],[[21]]
6113,0.0,0.0,0.0,12,2,0,Which stadium is owned by the team whose manager is Dimitris Terezopoulos?,"[['dbp:manager'], ['dbp:stadium']]",[],"[[4], [7]]"
6124,0.0,0.0,0.0,9,1,0,What is the rank of Julius C. Burrows politically?,[['dbp:order']],[],[[6]]
6126,0.0,0.0,0.0,7,1,0,Was the Incredibles released before Finding Nemo?,[['dbo:previousWork']],[],[[11]]
6127,0.0,0.0,0.0,8,1,1,What empire was gustav kirchhoff a part of,[['dbo:nationality']],['dbo:battle'],[[266]]
6137,0.0,0.0,0.0,7,1,0,What company was named after nikola tesla?,[['dbp:namedafter']],[],[[3]]
6148,0.0,0.0,0.0,7,1,1,where is the birthplace of roni stoneman,[['dbo:hometown']],['dbo:birthPlace'],[[505]]
6161,0.0,0.0,0.0,13,2,0,List the show related to the which was followed by Doctor Who Extra?,"[['dbo:related'], ['dbo:subsequentWork']]",[],"[[16], [31]]"
6166,0.0,0.0,0.0,15,2,0,List all the collaborators of the artist which has collaborated with sanremo Music Festival ?,"[['dbo:associatedMusicalArtist'], ['dbo:associatedMusicalArtist']]",[],"[[26], [26]]"
6168,0.0,0.0,0.0,10,1,1,what's the name of an actor who's from los angeles,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:occupation'],"[[1526, 4201]]"
6171,0.0,0.0,0.0,7,1,0,where did the the holy sea originate?,[['dbo:hometown']],[],[[505]]
6181,0.0,0.0,0.0,6,1,1,what country is cher (department) in?,[['dbo:isPartOf']],['dbo:country'],[[1891]]
6192,0.0,0.0,0.0,10,1,0,What are the television shows whose Composer is Stewart Copeland?,[['dbp:composer']],[],[[12]]
6195,0.0,0.0,0.0,17,2,0,"How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM?","[['dbo:training'], ['dbo:award']]",[],"[[9], [67]]"
6199,0.0,0.0,0.0,8,1,0,Who is the famous relative of Kelly Osbourne?,[['dbp:relatives']],[],[[24]]
6206,0.0,0.0,0.0,8,1,1,what type of software is virtuoso universal server,[['dbo:genre']],['dbo:license'],[[5588]]
6220,0.0,0.0,0.0,6,1,1,what is jack r. lousma's nationality,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
6235,0.0,0.0,0.0,9,1,0,Who is the associate of Thomas Bryan Martin ?,[['dbo:associate']],[],[[10]]
6242,0.0,0.0,0.0,12,1,0,Is Stephanie Rice the flagbearer of Australia at the 2008 Summer Olympics?,[['dbp:flagbearer']],[],[[5]]
6248,0.0,0.0,0.0,10,1,0,Who is the fictional character who starred in The Dognapper?,[['dbo:voice']],[],[[11]]
6254,0.0,0.0,0.0,17,2,0,Who is the founder of the trade union with whom Amalgamated Clothing Workers of America is affiliated?,"[['dbo:affiliation'], ['dbp:founded']]",[],"[[15], [6]]"
6257,0.0,0.0,0.0,14,1,0,who are all the people who have managed the England's under 20 soccer team?,[['dbo:managerClub']],[],[[12]]
6259,0.0,0.0,0.0,5,1,0,When did princess Diana die?,[['dbo:deathDate']],[],[[7]]
6284,0.0,0.0,0.0,11,1,1,Who was the production company for the film house party 2?,[['dbo:distributor']],['dbp:studio'],[[119]]
6288,0.0,0.0,0.0,3,1,1,who wrote showdown?,[['dbo:author']],['dbo:writer'],[[426]]
6318,0.0,0.0,0.0,18,1,0,Who was the silver medalist of Gymnastics at the 2008 Summer Olympics  Women's artistic individual all-around ?,[['dbo:silverMedalist']],[],[[4]]
6342,0.0,0.0,0.0,9,1,0,What is the city whose mayor is Anne Hidalgo?,[['dbp:mayor']],[],[[5]]
