,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right
2711,1.0,1.0,1.0,8,1,1,What did roger waters write the lyrics for?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer']
2712,1.0,1.0,1.0,8,1,1,what is the genre of six years home,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
2713,1.0,1.0,1.0,6,1,1,What's a lake located within mels,[['dbo:location']],['dbo:location'],1.0,1.0,1.0,6,1,1,[['dbo:location']],['dbo:location']
2714,1.0,1.0,1.0,9,1,1,what kind of fiction is she is the darkness,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,9,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
2715,1.0,1.0,1.0,10,1,1,Name a feature available in jurassic park iii: park builder,[['dbp:modes']],['dbp:modes'],1.0,1.0,1.0,10,1,1,[['dbp:modes']],['dbp:modes']
2716,1.0,1.0,1.0,6,1,1,what is an album by chromeo,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist']
2717,1.0,1.0,1.0,7,1,2,what is the origin of armando manzanero,"[['dbo:hometown', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbo:hometown']",1.0,1.0,1.0,7,1,1,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:hometown']
2718,1.0,1.0,1.0,9,1,1,What is the genre of music made by glassjaw,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
2719,1.0,1.0,1.0,5,1,1,where did ernest shackleton die,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
2721,1.0,1.0,1.0,8,1,1,Which football position did john van loen play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
2722,1.0,1.0,1.0,10,1,2,which episodes of star trek voyager did kenneth biller write,"[['dbo:writer', 'dbp:writer']]","['dbo:writer', 'dbp:writer']",1.0,1.0,1.0,10,1,1,"[['dbo:writer', 'dbp:writer']]",['dbo:writer']
2723,1.0,1.0,1.0,8,1,1,is ramblin' fever a live or studio album,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type']
2724,1.0,1.0,1.0,11,1,1,What is the name of a book that is an autobiography,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,11,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
2725,1.0,1.0,1.0,11,1,1,what kind of music can be found on home for christmas,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre']
2726,1.0,1.0,1.0,5,1,1,what genre is jeff ament,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre']
2727,1.0,1.0,1.0,4,1,1,what killed tom held,[['dbo:deathCause']],['dbo:deathCause'],1.0,1.0,1.0,4,1,1,[['dbo:deathCause']],['dbo:deathCause']
2728,1.0,1.0,1.0,7,1,1,What soccer position does harry novillo play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position']
2729,0.5,1.0,0.6666666666666666,16,2,1,Count the movies edited by  Mark Stevens (film editor) and were directed by Joel Schumacher?,"[['dbo:director'], ['dbp:editing']]",['dbo:director'],0.5,1.0,0.6666666666666666,16,2,1,"[['dbo:director'], ['dbp:editing']]",['dbo:director']
2730,1.0,1.0,1.0,8,1,1,what genre of music does mike dirnt produce,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
2731,1.0,1.0,1.0,10,1,1,What kind of music is featured on please don't touch!,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
2732,1.0,1.0,1.0,7,1,1,which defensive position does amedeo calliari play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position']
2733,1.0,1.0,1.0,12,1,1,What genre of music is on the album longing in their hearts,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,12,1,1,[['dbo:genre']],['dbo:genre']
2734,1.0,0.75,0.8571428571428571,7,1,4,what village is in st. louis county?,"[['dbo:province', 'dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",1.0,0.5714285714285714,0.7272727272727273,7,1,7,"[['dbo:province', 'dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
2736,1.0,1.0,1.0,5,1,2,Who was born in chicago?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
2738,1.0,0.5,0.6666666666666666,8,1,2,where does the artist brookes brothers originate from,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",1.0,1.0,1.0,8,1,1,[['dbo:hometown']],['dbo:hometown']
2740,1.0,1.0,1.0,8,1,1,What city and state was dickey lee born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,8,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2741,1.0,1.0,1.0,8,1,1,What type of music does archiveuk group perform?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
2742,1.0,1.0,1.0,6,1,1,What film did chris eyre produce?,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,6,1,1,[['dbo:producer']],['dbo:producer']
2743,1.0,1.0,1.0,7,1,1,What genre of music does psydoll play?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
2744,1.0,1.0,1.0,6,1,2,which woman was born in auckland?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
2745,1.0,1.0,1.0,6,1,1,which film did bille woodruff direct,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,6,1,1,[['dbo:director']],['dbo:director']
2746,1.0,1.0,1.0,6,1,1,Where was Henry Eugene Davies born?,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],1.0,1.0,1.0,6,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace']
2747,1.0,1.0,1.0,7,1,1,what is jack chalmers's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2748,1.0,1.0,1.0,5,1,2,Name a university in lexington,"[['dbo:city', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:location']",1.0,1.0,1.0,5,1,2,"[['dbo:city', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:location']"
2749,1.0,1.0,1.0,5,1,1,Where was pippa wilson born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2750,1.0,1.0,1.0,7,1,1,what is a album by howard devoto,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist']
2751,0.5,1.0,0.6666666666666666,13,2,1,Which sports are played in the school which runs the Fr. Agnel Stadium?,"[['dbp:operator'], ['dbo:sport']]",['dbo:sport'],0.5,1.0,0.6666666666666666,13,2,1,"[['dbp:operator'], ['dbo:sport']]",['dbo:sport']
2752,1.0,1.0,1.0,6,1,1,where was steven j. mcauliffe bron,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2753,1.0,1.0,1.0,6,1,1,what are albums by kristin hersh,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist']
2754,1.0,1.0,1.0,5,1,1,what is an album title,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,5,1,1,[['dbo:type']],['dbo:type']
2755,1.0,1.0,1.0,8,1,1,who was the production company of last holiday,[['dbp:studio']],['dbp:studio'],1.0,1.0,1.0,8,1,1,[['dbp:studio']],['dbp:studio']
2756,1.0,1.0,1.0,6,1,1,what position does darrel chaney play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
2758,1.0,1.0,1.0,6,1,7,what is a county in texas,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,6,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
2760,1.0,1.0,1.0,5,1,7,what is located in illinois?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,5,1,6,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
2761,1.0,1.0,1.0,6,1,2,where is the location of washburn,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,6,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
2764,1.0,1.0,1.0,7,1,1,What baseball position does jack banta play?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position']
2765,1.0,1.0,1.0,8,1,1,In which zip code is home insurance building?,[['dbo:location']],['dbo:location'],1.0,1.0,1.0,8,1,1,[['dbo:location']],['dbo:location']
2767,1.0,1.0,1.0,7,1,2,"Who is someone born in cleveland, ohio","[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
2768,1.0,1.0,1.0,7,1,1,What's a book written by virginia hamilton,[['dbo:author']],['dbo:author'],1.0,1.0,1.0,7,1,1,[['dbo:author']],['dbo:author']
2769,1.0,1.0,1.0,11,1,1,what type of rock is the album  the tropic rot,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre']
2771,1.0,1.0,1.0,5,1,1,who died from a firearm,[['dbo:deathCause']],['dbo:deathCause'],1.0,1.0,1.0,5,1,1,[['dbo:deathCause']],['dbo:deathCause']
2773,1.0,1.0,1.0,5,1,1,whois an experimental music artist,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre']
2774,1.0,1.0,1.0,8,1,1,"what is located in black hawk county, iowa?","[['dbo:region', 'dbo:isPartOf']]",['dbo:isPartOf'],1.0,0.5,0.6666666666666666,8,1,2,"[['dbo:region', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
2776,1.0,1.0,1.0,10,1,1,What game did sega publish in 2009 for Playstation Portable?,[['dbo:publisher']],['dbo:publisher'],1.0,1.0,1.0,10,1,1,[['dbo:publisher']],['dbo:publisher']
2778,1.0,1.0,1.0,6,1,1,What religion does jaja wachuku practice,[['dbo:religion']],['dbo:religion'],1.0,1.0,1.0,6,1,1,[['dbo:religion']],['dbo:religion']
2779,0.5,1.0,0.6666666666666666,16,2,1,Which publisher of Stone Canoe is also the university for which Michael Powell plays for ?,"[['dbo:team'], ['dbo:publisher']]",['dbo:publisher'],0.5,1.0,0.6666666666666666,16,2,1,"[['dbo:team'], ['dbo:publisher']]",['dbo:publisher']
2780,1.0,1.0,1.0,6,1,2,what is a family film program?,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",1.0,1.0,1.0,6,1,2,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']"
2782,1.0,1.0,1.0,7,1,1,what label is la roux signed to,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,7,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
2785,1.0,1.0,1.0,7,1,1,where did jean-françois pilâtre de rozier die,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,7,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
2786,1.0,1.0,1.0,8,1,1,What music genre would Lucas Silvereia fall into?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
2787,1.0,1.0,1.0,6,1,2,where was  william mccutcheon born,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,6,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace']
2788,1.0,1.0,1.0,10,1,1,new line cinema is  where this romantic-comedy was filmed,[['dbo:distributor']],['dbo:distributor'],1.0,1.0,1.0,10,1,1,[['dbo:distributor']],['dbo:distributor']
2791,1.0,0.5,0.6666666666666666,4,1,2,who influenced ben green,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",1.0,0.5,0.6666666666666666,4,1,2,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']"
2793,1.0,1.0,1.0,10,1,1,What is the genre of the album let it break,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
2795,1.0,1.0,1.0,7,1,1,What kind of artist is dead moon,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
2796,1.0,1.0,1.0,5,1,7,Name a place in india.,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,5,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
2797,1.0,1.0,1.0,7,1,2,Name someone who was born in paris,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
2799,1.0,1.0,1.0,8,1,2,which polynesian state was taufa'ao filise born in,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,8,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace']
2800,1.0,1.0,1.0,9,1,1,what kind of book is the devil in velvet,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,9,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
2801,1.0,1.0,1.0,10,1,1,What was the place of death of merwin k. hart,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,10,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
2802,1.0,0.8333333333333334,0.9090909090909091,15,1,6,what is a comune in the Province of Pisa in the Italian region of Tuscany,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,15,1,4,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
2805,1.0,1.0,1.0,3,1,1,Name a model.,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,3,1,1,[['dbo:occupation']],['dbo:occupation']
2806,1.0,1.0,1.0,6,1,1,who directed much ado about mousing,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,6,1,1,[['dbo:director']],['dbo:director']
2807,1.0,1.0,1.0,9,1,1,Who is the owner of the radio station wwbu,[['dbo:owner']],['dbo:owner'],1.0,1.0,1.0,9,1,1,[['dbo:owner']],['dbo:owner']
2808,1.0,1.0,1.0,9,1,1,What genre of music is our cubehouse still rocks?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
2812,1.0,1.0,1.0,10,1,1,what type of book is  tales from the nightside,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,10,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
2813,1.0,1.0,1.0,6,1,1,what label represents art of dying,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,6,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
2815,1.0,1.0,1.0,5,1,2,where is cumberland lake located?,"[['dbo:country', 'dbo:region', 'dbo:location']]","['dbo:country', 'dbo:location']",1.0,1.0,1.0,5,1,1,"[['dbo:country', 'dbo:region', 'dbo:location']]",['dbo:location']
2816,1.0,1.0,1.0,7,1,1,what is stephen schneider's place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2817,1.0,1.0,1.0,6,1,1,where did phillys most wanted originate,[['dbo:hometown']],['dbo:hometown'],1.0,1.0,1.0,6,1,1,[['dbo:hometown']],['dbo:hometown']
2819,1.0,1.0,1.0,8,1,1,"which time zone does vestavia hills, alabama follow",[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,8,1,1,[['dbo:timeZone']],['dbo:timeZone']
2820,1.0,1.0,1.0,6,1,1,what area is iltalehti circulated in?,[['dbo:headquarter']],['dbo:headquarter'],1.0,1.0,1.0,6,1,1,[['dbo:headquarter']],['dbo:headquarter']
2821,1.0,1.0,1.0,8,1,1,what place was founded by storm model management,[['dbo:foundationPlace']],['dbo:foundationPlace'],1.0,1.0,1.0,8,1,1,[['dbo:foundationPlace']],['dbo:foundationPlace']
2822,1.0,1.0,1.0,6,1,1,what company developed counter-strike: condition zero,[['dbo:developer']],['dbo:developer'],1.0,1.0,1.0,6,1,1,[['dbo:developer']],['dbo:developer']
2823,1.0,1.0,1.0,13,1,1,shanley high school's students need to pay so it's what type of school?,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,13,1,1,[['dbo:type']],['dbo:type']
2824,1.0,1.0,1.0,8,1,1,What did mike patton write the lyrics for?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer']
2825,1.0,1.0,1.0,6,1,1,where did john n. irwin die?,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,6,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
2826,1.0,1.0,1.0,6,1,1,what country is ruslan sviridov from,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2827,1.0,1.0,1.0,7,1,1,What is víctor rodríguez andrade's soccer position,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position']
2828,1.0,1.0,1.0,6,1,1,Who was jumper (film) written by?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer']
2829,1.0,1.0,1.0,7,1,1,what form of art is blažej baláž,[['dbo:field']],['dbo:field'],1.0,1.0,1.0,7,1,1,[['dbo:field']],['dbo:field']
2830,1.0,1.0,1.0,9,1,1,what kind of music is the red light district,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
2831,1.0,1.0,1.0,5,1,1,Who wrote the film klimt,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,5,1,1,[['dbo:writer']],['dbo:writer']
2832,1.0,1.0,1.0,5,1,1,which genre describes oddity ep,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre']
2833,1.0,1.0,1.0,7,1,1,What animated movie did warner bros. produce?,[['dbo:distributor']],['dbo:distributor'],1.0,1.0,1.0,7,1,1,[['dbo:distributor']],['dbo:distributor']
2834,1.0,1.0,1.0,6,1,1,which position does phil kelly play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
2835,1.0,1.0,1.0,8,1,1,what school can be considered a private university,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type']
2836,1.0,1.0,1.0,10,1,1,What is a song that martin gore wrote lyrics for?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,10,1,1,[['dbo:writer']],['dbo:writer']
2838,1.0,1.0,1.0,7,1,1,What city did gholamreza takhti die in?,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,7,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
2839,1.0,1.0,1.0,7,1,1,Whose death was caused by myocardial infarction?,[['dbo:deathCause']],['dbo:deathCause'],1.0,1.0,1.0,7,1,1,[['dbo:deathCause']],['dbo:deathCause']
2840,1.0,1.0,1.0,6,1,1,which film did christopher mcquarrie write,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer']
2841,1.0,1.0,1.0,7,1,1,What's an album recorded by widespread panic,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist']
2842,1.0,1.0,1.0,6,1,1,where did clarence emir allen die,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,6,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
2843,1.0,1.0,1.0,6,1,1,What instrument does maurice white play?,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,6,1,1,[['dbo:instrument']],['dbo:instrument']
2844,1.0,1.0,1.0,9,1,1,what genre of music is 20 y.o. classified as,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
2845,1.0,1.0,1.0,9,1,1,what series is the episode titled  william from,[['dbo:series']],['dbo:series'],1.0,1.0,1.0,9,1,1,[['dbo:series']],['dbo:series']
2846,1.0,1.0,1.0,9,1,1,which finnish hockey player is a winger (ice hockey)?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,9,1,1,[['dbo:position']],['dbo:position']
2847,1.0,1.0,1.0,7,1,1,tomasz adamek is in what weight class?,[['dbp:weight']],['dbp:weight'],1.0,1.0,1.0,7,1,1,[['dbp:weight']],['dbp:weight']
2848,1.0,1.0,1.0,5,1,2,which county is grandin in?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,5,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
2849,1.0,1.0,1.0,7,1,1,what country is stanislaus of szczepanów from,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2851,1.0,1.0,1.0,8,1,1,what position does football player gary barnidge play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
2853,1.0,1.0,1.0,6,1,1,which position does maksym hramm play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
2854,1.0,1.0,1.0,9,1,1,what genre of music is catfights and spotlights under?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
2855,1.0,1.0,1.0,8,1,1,what is the name of a romance novel,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,8,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
2856,1.0,1.0,1.0,9,1,1,what kind of music does moe rocks terrastock play,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
2858,1.0,1.0,1.0,6,1,7,What is a place inside illinois,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,6,1,6,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
2859,1.0,1.0,1.0,9,1,2,what is the name of someone born in chiayi,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,9,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
2860,1.0,1.0,1.0,6,1,1,Who authored a dream of wessex?,[['dbo:author']],['dbo:author'],1.0,1.0,1.0,6,1,1,[['dbo:author']],['dbo:author']
2861,1.0,1.0,1.0,13,1,2,Who is the former Justice of Supreme Court of Pakistan born in mumbai,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,13,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace']
2862,1.0,1.0,1.0,5,1,1,who wrote circle of friends,[['dbo:author']],['dbo:author'],1.0,1.0,1.0,5,1,1,[['dbo:author']],['dbo:author']
2863,1.0,1.0,1.0,10,1,1,Who was the lyricist on the composition let it down,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,10,1,1,[['dbo:writer']],['dbo:writer']
2864,1.0,1.0,1.0,8,1,1,Which american city did james mcmurtry originate in,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:hometown'],1.0,1.0,1.0,8,1,1,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:hometown']
2865,1.0,1.0,1.0,9,1,1,Give an example of a notable shortstop baseball player,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,9,1,1,[['dbo:position']],['dbo:position']
2866,1.0,1.0,1.0,7,1,1,What's an album released by fred wesley,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist']
