,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
8529,1.0,1.0,1.0,8,1,1,What is the language of the film ashok?,[['dbo:language']],['dbo:language'],factoid,language film ashok ?,0,-0.05478770796961125,-0.02493711952019338
8534,0.0,0.0,0.0,10,1,0,What are the television shows whose Composer is Stewart Copeland?,[['dbp:composer']],[],factoid,television shows whose composer stewart copeland ?,0,-0.0293358261563118,-0.012433041761206203
8535,1.0,1.0,1.0,5,1,1,WHat is jimmy mcgriff's profession,[['dbo:occupation']],['dbo:occupation'],factoid,jimmy mcgriff 's profession,0,-0.030997352885142816,-0.012617475767612683
8536,0.0,0.0,0.0,3,1,1,who practices catholicism,[['dbp:religion']],['dbo:religion'],factoid,practices catholicism,0,-0.02715738267172872,-0.014297295860818357
8538,1.0,1.0,1.0,8,1,1,Which american city did james mcmurtry originate in,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:hometown'],factoid,american city james mcmurtry originate,0,-0.06842252695250241,0.009701087186440555
8540,1.0,1.0,1.0,8,1,1,what indian city is t. p. kailasam from,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,indian city t. p. kailasam,0,-0.06316766856407384,0.013911936667581061
8543,1.0,1.0,1.0,6,1,1,Who wrote the film higher learning?,[['dbo:writer']],['dbo:writer'],factoid,wrote film higher learning ?,0,-0.049150148685896435,-0.021992445900047747
8544,1.0,1.0,1.0,6,1,1,who created the character mister sensitive,[['dbo:creator']],['dbo:creator'],factoid,created character mister sensitive,0,-0.0287329815343217,-0.015305586461672816
8545,0.0,0.0,0.0,4,1,0,who srote quo vadis,[['dbo:author']],[],factoid,srote quo vadis,0,-0.027089266128949345,-0.014047065303305144
8546,1.0,1.0,1.0,8,1,7,What is a town in the united kingdom?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,town united kingdom ?,0,-0.050642357137383694,0.024285735991525406
8548,1.0,1.0,1.0,8,1,1,what zip code is forney transportation museum in,[['dbo:location']],['dbo:location'],factoid,zip code forney transportation museum,0,-0.027475698495119803,-0.013466857402635065
8549,1.0,1.0,1.0,8,1,1,where in canada did  charles moss die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,canada charles moss die,0,-0.04535874733753312,-0.01730977894942864
8550,0.0,0.0,0.0,21,2,0,Where did the ultimate fighter: a champion will be crowned tonight and ultimate fighter: team rousey vs team tate take place?,"[['dbp:city'], ['dbp:city']]",[],factoid,ultimate fighter : champion crowned tonight ultimate fighter : team rousey vs team tate take place ?,0,-0.03357623448836529,-0.01343301651704864
8551,1.0,1.0,1.0,9,1,1,What is the governing body of Fort Monroe ?,[['dbp:governingBody']],['dbp:governingBody'],factoid,governing body fort monroe ?,0,-0.03077366522584874,-0.013302393751953788
8552,1.0,1.0,1.0,8,1,1,which films have been produced by max fleischer?,[['dbo:producer']],['dbo:producer'],factoid,films produced max fleischer ?,0,-0.03519515565192022,-0.01996543414207664
8553,1.0,1.0,1.0,5,1,1,What game did Bandai publish?,[['dbo:publisher']],['dbo:publisher'],factoid,game bandai publish ?,0,-0.029888655780809445,-0.021487143638722523
8555,1.0,1.0,1.0,7,1,1,wade hampton census area hold what town?,"[['dbo:isPartOf', 'dbo:location']]",['dbo:location'],list,wade hampton census area hold town ?,0,-0.03469288452856177,-0.008147711658405759
8557,1.0,1.0,1.0,8,1,1,What's a gameplay mode in street trace nyc,[['dbp:modes']],['dbp:modes'],factoid,'s gameplay mode street trace nyc,0,-0.031178828602402234,-0.018067276402394212
8559,1.0,1.0,1.0,7,1,1,where did hans ritter von lex die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,hans ritter von lex die,0,-0.03901400595818398,-0.018903542635936414
8560,1.0,1.0,1.0,5,1,1,what is kenneth cook profession?,[['dbo:occupation']],['dbo:occupation'],factoid,kenneth cook profession ?,0,-0.030936650650553916,-0.013125049674682088
8561,1.0,1.0,1.0,7,1,1,where did hans e. kinck pass away?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,hans e. kinck pass away ?,0,-0.03357454694945633,-0.01764355094102216
8563,1.0,1.0,1.0,6,1,1,what is ellen swallow richards's nationality?,[['dbo:nationality']],['dbo:nationality'],factoid,ellen swallow richards 's nationality ?,0,-0.03365313460296033,-0.0180859096510577
8564,0.0,0.0,0.0,13,2,0,How many movies were directed by the graduate of Burbank High School ?,"[['dbp:director'], ['dbp:education']]",[],count,many movies directed graduate burbank high school ?,0,-0.03935729145386841,-0.02609540113333934
8565,1.0,1.0,1.0,6,1,1,what is edward d. garza's religion?,[['dbo:religion']],['dbo:religion'],factoid,edward d. garza 's religion ?,0,-0.033027388521346825,-0.017405392568508326
8567,1.0,0.5,0.6666666666666666,7,1,2,what country is  claremore lake in,[['dbo:country']],"['dbo:country', 'dbo:location']",factoid,country claremore lake,0,-0.0535710291933298,-0.01504949883077478
8568,1.0,1.0,1.0,10,1,1,what is a book written by the author julian cope,[['dbo:author']],['dbo:author'],factoid,book written author julian cope,0,-0.02079041431693553,-0.012245029967504898
8570,1.0,1.0,1.0,9,1,1,what language was spoken in the film  jigarwala,[['dbo:language']],['dbo:language'],factoid,language spoken film jigarwala,0,-0.055915343849405504,-0.02674900919781353
8572,1.0,1.0,1.0,10,1,1,the talismans of shannara was written in what language originally,[['dbo:language']],['dbo:language'],list,talismans shannara written language originally,0,-0.0404269501356276,-0.01977468972000277
8573,1.0,1.0,1.0,6,1,1,where is yamuna nagar district located?,"[['dbo:isPartOf', 'dbo:location']]",['dbo:isPartOf'],factoid,yamuna nagar district located ?,0,-0.05837411645907143,-0.004075964937182079
8574,1.0,1.0,1.0,9,1,1,which language is spoken in the movie three... extremes,[['dbo:language']],['dbo:language'],factoid,language spoken movie three ... extremes,0,-0.04144182580402025,-0.025400132592751205
8577,1.0,1.0,1.0,7,1,1,who is a musician known for ballads,[['dbo:genre']],['dbo:genre'],factoid,musician known ballads,0,-0.016834060780670523,-0.011116368375820739
8579,1.0,1.0,1.0,6,1,1,where did richard quine pass away,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,richard quine pass away,0,-0.03676220535283106,-0.015425004262929358
8580,1.0,1.0,1.0,6,1,1,What lyrics did renārs kaupers write,[['dbo:writer']],['dbo:writer'],factoid,lyrics renārs kaupers write,0,-0.03127413328189899,-0.017900853153586006
8582,1.0,1.0,1.0,8,1,1,What is the birth place of hannah murray?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place hannah murray ?,0,-0.044390339482530725,-0.007399466938950195
8583,1.0,1.0,1.0,6,1,1,What film did mike tollin direct,[['dbo:director']],['dbo:director'],factoid,film mike tollin direct,0,-0.044042049056443565,-0.023913023658659577
8584,0.0,0.0,0.0,6,1,1,WHo wrote the science of sleep,[['dbo:writer']],['dbo:author'],factoid,wrote science sleep,0,-0.035114473073851696,-0.018135964611924075
8588,1.0,1.0,1.0,5,1,1,who produced the film kidulthood,[['dbo:producer']],['dbo:producer'],factoid,produced film kidulthood,0,-0.051981654132809946,-0.021010146637355294
8589,1.0,0.5,0.6666666666666666,9,1,2,which work of fiction was written by tom robbins?,[['dbo:literaryGenre']],"['dbo:author', 'dbo:literaryGenre']",factoid,work fiction written tom robbins ?,0,-0.03087138520996212,-0.01430193933303255
8591,0.0,0.0,0.0,8,1,0,Is Robin Gibb the singer of Oh! Darling?,[['dbo:musicalArtist']],[],boolean,robin gibb singer oh ! darling ?,0,-0.026839723560536034,-0.009687802173622199
8592,0.0,0.0,0.0,9,2,0,Which newspaper is owned by people living in Oslo?,"[['dbo:location'], ['dbp:owners']]",[],factoid,newspaper owned people living oslo ?,0,-0.03113401949904842,-0.01679835237006743
8593,1.0,1.0,1.0,9,1,1,what is the label that mccoy tyner is under?,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,label mccoy tyner ?,0,-0.027583403302136156,-0.009670004789786465
8594,1.0,1.0,1.0,6,1,1,where is the musician megamasso from,[['dbo:hometown']],['dbo:hometown'],factoid,musician megamasso,0,-0.022576357982184034,-0.00513292212529996
8595,1.0,1.0,1.0,7,1,2,"which places are nearby crocker place, california?","[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,"places nearby crocker place , california ?",0,-0.04171932312879119,-0.005284918325178607
8596,1.0,1.0,1.0,9,1,1,In which conflict did chesley g. peterson participate in?,[['dbo:battle']],['dbo:battle'],factoid,conflict chesley g. peterson participate ?,0,-0.030307195326663247,-0.016535137448091316
8599,1.0,1.0,1.0,15,1,1,What is the country of origin of the show tok! tok! tok! isang milyon pasok!,[['dbo:country']],['dbo:country'],factoid,country origin show tok ! tok ! tok ! isang milyon pasok !,0,-0.036893857873607085,-0.016692981101354937
8600,1.0,1.0,1.0,12,1,1,what is the time zone that you can find melody hill in,[['dbo:timeZone']],['dbo:timeZone'],factoid,time zone find melody hill,0,-0.05514827728272251,-0.0016755974385218582
8602,1.0,1.0,1.0,6,1,1,Where did john raymond hobbs die?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,john raymond hobbs die ?,0,-0.04609466127899881,-0.028797677859327856
8604,0.0,0.0,0.0,8,1,0,How many places were ruled by Elizabeth II?,[['dbp:leaderName']],[],count,many places ruled elizabeth ii ?,0,-0.03529160912868817,-0.01744838477505705
8605,1.0,1.0,1.0,7,1,7,what area is contained in north carolina,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,area contained north carolina,0,-0.04144425128435872,-0.005884486024693947
8607,0.0,0.0,0.0,6,1,0,Give me all female German chancellors.,[['dbp:incumbent']],[],list,give female german chancellors .,0,-0.029138490797714363,-0.012406423428305427
8609,1.0,1.0,1.0,5,1,7,What's located inside the philippines,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,'s located inside philippines,0,-0.06360962528250602,-0.0019293690583211491
8610,1.0,1.0,1.0,6,1,1,what film did george lucas direct?,[['dbo:director']],['dbo:director'],factoid,film george lucas direct ?,0,-0.05154031968818385,-0.02317395161952886
8611,0.0,0.0,0.0,4,1,1,Which actor played Chewbacca?,[['dbo:portrayer']],['dbo:occupation'],factoid,actor played chewbacca ?,0,-0.030534153670082092,-0.006447340680544792
8612,1.0,1.0,1.0,11,1,1,who is the governing body of white lake national wildlife refuge,[['dbp:governingBody']],['dbp:governingBody'],factoid,governing body white lake national wildlife refuge,0,-0.03306492005361299,-0.014515830488114008
8614,0.0,0.0,0.0,8,2,1,List some musicians associated with famous guitar players?,"[['dbp:notableInstruments'], ['dbo:associatedMusicalArtist']]",['dbo:instrument'],list,list musicians associated famous guitar players ?,0,-0.027813595827840813,-0.0060627901104438895
8618,0.0,0.0,0.0,9,1,1,Who is the editor of Hearth and Home ?,[['dbo:editor']],['dbo:editing'],factoid,editor hearth home ?,0,-0.02865080552506969,-0.014173367599898706
8619,1.0,1.0,1.0,6,1,1,what is contained by budleigh salterton,"[['dbo:country', 'dbo:district']]",['dbo:country'],factoid,contained budleigh salterton,0,-0.029743238144025456,-0.012650793372620282
8620,1.0,1.0,1.0,3,1,1,who owns wean-fm,[['dbo:owner']],['dbo:owner'],factoid,owns wean-fm,0,-0.02929549435061792,-0.016874341774332984
8621,0.0,0.0,0.0,5,1,0,Give me all Methodist politicians.,[['dbo:religion']],[],list,give methodist politicians .,0,-0.029053131957798926,-0.014666048757065397
8624,1.0,1.0,1.0,7,1,1,what is the religion of james spigelman,[['dbo:religion']],['dbo:religion'],factoid,religion james spigelman,0,-0.035264455856943454,-0.017611981049174198
8625,0.0,0.0,0.0,6,1,0,Is Fluidinfo written in PostgreSQL language?,[['dbp:programmingLanguage']],[],boolean,fluidinfo written postgresql language ?,0,-0.03970902204527351,-0.01916318668322789
8626,0.0,0.0,0.0,8,1,0,who is the manufacturer of bombardier global express,[['dbo:manufacturer']],[],factoid,manufacturer bombardier global express,0,-0.027071195000471636,-0.014547361728818571
8629,0.5,1.0,0.6666666666666666,13,2,1,To which label did The Producers and I pray on Christmas sign up?,"[['dbp:label'], ['dbp:label']]",['dbp:label'],factoid,label producers pray christmas sign ?,0,-0.02564564318592986,-0.010159712822614951
8632,1.0,1.0,1.0,7,1,1,which tv show did genndy tartakovsky create,[['dbo:creator']],['dbo:creator'],factoid,tv show genndy tartakovsky create,0,-0.0193859705521658,-0.022977187296795962
8633,1.0,1.0,1.0,8,1,1,what are the books elfriede jelinek has authored,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],factoid,books elfriede jelinek authored,0,-0.027918264234447168,-0.01594935881178065
8638,1.0,1.0,1.0,8,1,1,who is the drum kit instrumentalist from wisconsin?,[['dbo:instrument']],['dbo:instrument'],factoid,drum kit instrumentalist wisconsin ?,0,-0.028139637201386826,-0.010371731844276382
8639,1.0,1.0,1.0,8,1,1,What language is spoken in the movie Lamhaa?,[['dbo:language']],['dbo:language'],factoid,language spoken movie lamhaa ?,0,-0.04407702816024772,-0.0266315774863823
8641,1.0,1.0,1.0,9,1,1,what is a building that has colonial revival architecture,[['dbo:architecturalStyle']],['dbo:architecturalStyle'],factoid,building colonial revival architecture,0,-0.029918095828938184,-0.015061617381591424
8643,0.0,0.0,0.0,6,1,1,what is the format of warm,[['dbo:programmeFormat']],['dbo:type'],factoid,format warm,0,-0.027535774695028083,-0.014803454906199186
8644,1.0,1.0,1.0,10,1,1,Who was the director that directed the movie forbidden planet?,[['dbo:director']],['dbo:director'],factoid,director directed movie forbidden planet ?,0,-0.0406045280688644,-0.01573678149740918
8645,1.0,1.0,1.0,10,1,1,what is the language of the film house of fury?,[['dbo:language']],['dbo:language'],factoid,language film house fury ?,0,-0.05255889657486958,-0.025741290186765076
8647,1.0,1.0,1.0,6,1,1,Who is a notable first baseman,[['dbo:position']],['dbo:position'],factoid,notable first baseman,0,-0.029161511850527202,-0.004436676480875619
8648,1.0,1.0,1.0,5,1,1,what game uses real-time strategy?,[['dbo:genre']],['dbo:genre'],factoid,game uses real-time strategy ?,0,-0.04232933035482875,-0.014334614074844052
8650,0.0,0.0,0.0,6,1,2,what country is high willhays in,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid,country high willhays,0,-0.049645756761083126,-0.01921291250245796
8652,1.0,1.0,1.0,10,1,1,What is a famous game that namco bandai games released?,[['dbo:publisher']],['dbo:publisher'],factoid,famous game namco bandai games released ?,0,-0.024675174090949225,-0.005970692946307655
8655,1.0,1.0,1.0,6,1,1,what film did charlie chaplin write,[['dbo:writer']],['dbo:writer'],factoid,film charlie chaplin write,0,-0.0450901422548081,-0.02415914465039292
8656,1.0,1.0,1.0,7,1,1,who was the writer of  despair,[['dbo:writer']],['dbo:writer'],factoid,writer despair,0,-0.030727829525286587,-0.011245974889970036
8658,1.0,1.0,1.0,8,1,1,"What are the area codes iv provo, utah","[['dbo:country', 'dbo:isPartOf']]",['dbo:isPartOf'],factoid,"area codes iv provo , utah",0,-0.030976848289578533,-0.013555337872072639
8659,1.0,1.0,1.0,7,1,1,Who plays as a defenceman (ice hockey),[['dbo:position']],['dbo:position'],factoid,plays defenceman ( ice hockey ),0,-0.022973570359433867,-0.018140359786698333
8660,1.0,0.5,0.6666666666666666,4,1,2,who is akbar's child?,[['dbo:parent']],"['dbo:child', 'dbo:parent']",factoid,akbar 's child ?,0,-0.02942572986390794,-0.012841075840621654
8662,1.0,1.0,1.0,4,1,1,which author wrote infidel,[['dbo:author']],['dbo:author'],factoid,author wrote infidel,0,-0.03809620825124802,-0.017963274069883788
8663,0.0,0.0,0.0,6,1,1,what is the nationality of sissi?,[['dbo:birthPlace']],['dbo:nationality'],factoid,nationality sissi ?,0,-0.03614109060940898,-0.02048272783665041
8664,1.0,0.5,0.6666666666666666,7,1,2,What's a place in province of frosinone,"[['dbo:province', 'dbo:location']]","['dbo:location', 'dbo:region']",factoid,'s place province frosinone,0,-0.04242228274086613,-0.002635940000389541
8668,1.0,0.5,0.6666666666666666,4,1,2,robert musil influenced whom,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",factoid,robert musil influenced,0,-0.03346620757208377,-0.014376500391965563
8669,1.0,1.0,1.0,7,1,1,which continent is mount mitchell located in,[['dbo:locatedInArea']],['dbo:locatedInArea'],factoid,continent mount mitchell located,0,-0.05892103448692379,-0.006691454622838553
8670,1.0,0.5,0.6666666666666666,6,1,2,what faith does dharmachari subhuti follow,[['dbp:religion']],"['dbo:religion', 'dbp:religion']",factoid,faith dharmachari subhuti follow,0,-0.02785769973029585,-0.013688576060961653
8671,1.0,1.0,1.0,4,1,1,Where is toblach located?,"[['dbo:country', 'dbo:region']]",['dbo:country'],factoid,toblach located ?,0,-0.06985544384282819,-0.0015106864850782835
8672,1.0,1.0,1.0,6,1,1,who was the lyricist of god,[['dbo:writer']],['dbo:writer'],factoid,lyricist god,0,-0.027462466901248726,-0.016757656391652914
8673,0.0,0.0,0.0,6,1,1,which country is sequatchie river in?,[['dbo:state']],['dbo:country'],factoid,country sequatchie river ?,0,-0.05506184438191501,-0.014871040996505793
8674,1.0,1.0,1.0,5,1,2,what program is a comedy-drama?,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",factoid,program comedy-drama ?,0,-0.02701860120093806,-0.016001867280635493
8678,0.0,0.0,0.0,7,1,1,What is the nationality of rade veljović,[['dbo:birthPlace']],['dbo:nationality'],factoid,nationality rade veljović,0,-0.033933397661378616,-0.018914696294136207
8679,1.0,1.0,1.0,4,1,1,Where is independent colleges?,"[['dbo:country', 'dbo:city']]",['dbo:city'],factoid,independent colleges ?,0,-0.027444384339141734,-0.01154272636087478
8681,1.0,1.0,1.0,9,1,1,who is the director of the pilot for x-files,[['dbo:director']],['dbo:director'],factoid,director pilot x-files,0,-0.031540054979706404,-0.010295724149600444
8682,1.0,1.0,1.0,10,1,1,"jenin, jenin is a film that was directed by whom?",[['dbo:director']],['dbo:director'],factoid,"jenin , jenin film directed ?",0,-0.04567516531278189,-0.018844311385421066
8683,1.0,1.0,1.0,6,1,1,what works has donald hamilton written,[['dbo:author']],['dbo:author'],factoid,works donald hamilton written,0,-0.03239990339759014,-0.014507211968450485
8687,1.0,1.0,1.0,7,1,1,Which film is directed by samira makhmalbaf,[['dbo:director']],['dbo:director'],factoid,film directed samira makhmalbaf,0,-0.048639752711376626,-0.019604722149170552
8689,1.0,1.0,1.0,10,1,1,Who was the director of the episode essence of life,[['dbo:director']],['dbo:director'],factoid,director episode essence life,0,-0.03335027563572888,-0.013372839000015176
8690,0.0,0.0,0.0,6,1,1,whats the nationality of irena bernášková,[['dbo:nationality']],['dbo:birthPlace'],factoid,whats nationality irena bernášková,0,-0.027794783090831467,0.00024982450209578856
8691,0.0,0.0,0.0,7,1,1,what was composed in newfoundland and labrador,"[['dbo:province', 'dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]",['dbo:writer'],factoid,composed newfoundland labrador,0,-0.026008015512933642,-0.01687629349700667
8694,0.0,0.0,0.0,13,1,0,What is the local authority of Liverpool Institute High School for Boys ?,[['dbo:localAuthority']],[],factoid,local authority liverpool institute high school boys ?,0,-0.029876499807259697,-0.01715052008123025
8696,1.0,1.0,1.0,8,1,1,What is a game developed by uep systems?,[['dbo:developer']],['dbo:developer'],factoid,game developed uep systems ?,0,-0.031720945681565235,-0.020384360105875354
8697,0.0,0.0,0.0,9,1,0,What are the things Eric Schiller known for ?,[['dbo:knownFor']],[],factoid,things eric schiller known ?,0,-0.023224607213303015,-0.021254523382695064
8700,1.0,1.0,1.0,8,1,1,what is a track recorded by lee ranaldo,[['dbo:artist']],['dbo:artist'],factoid,track recorded lee ranaldo,0,-0.027989547928619404,-0.0024130849817849457
8702,1.0,1.0,1.0,7,1,1,what religion does andy meisner believe in,[['dbo:religion']],['dbo:religion'],factoid,religion andy meisner believe,0,-0.030251256016167256,-0.017833572157985964
8703,1.0,1.0,1.0,8,1,1,what state is john r. cummins farmhouse in,[['dbo:location']],['dbo:location'],factoid,state john r. cummins farmhouse,0,-0.045344896295026305,-0.020492164705508128
8708,0.0,0.0,0.0,13,1,0,To which county of New York city does the Tremount Avenue street belong?,[['dbp:counties']],[],factoid,county new york city tremount avenue street belong ?,0,-0.06785020425964766,0.021795920096713103
8709,0.0,0.0,0.0,8,2,0,Companies headquartered in Geneva own which TV Shows?,"[['dbo:headquarter'], ['dbp:company']]",[],list,companies headquartered geneva tv shows ?,0,-0.029114139024516414,-0.013845973848112555
8710,1.0,1.0,1.0,6,1,1,Who directed the film jerry's cousin,[['dbo:director']],['dbo:director'],factoid,directed film jerry 's cousin,0,-0.05014329985226179,-0.021637484533823664
8712,0.0,0.0,0.0,11,2,0,Where does the network cofounded by Seewoosagur Ramgoolam air its shows?,"[['dbp:founder'], ['dbp:broadcastArea']]",[],factoid,network cofounded seewoosagur ramgoolam air shows ?,0,-0.028451740516160135,-0.01464305593744948
8715,1.0,1.0,1.0,4,1,1,Who produced l'ultimo amante?,[['dbo:producer']],['dbo:producer'],factoid,produced l'ultimo amante ?,0,-0.033161377178046014,-0.016299959411411973
8717,1.0,1.0,1.0,6,1,1,Which label is joel plaskett with?,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,label joel plaskett ?,0,-0.02628435147800741,-0.011480184106764709
8718,1.0,1.0,1.0,8,1,1,Which record label has never the bride signed?,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,record label never bride signed ?,0,-0.022397509610047377,-0.005207653864144644
8720,1.0,1.0,1.0,4,1,1,who played the saxophone?,[['dbo:instrument']],['dbo:instrument'],factoid,played saxophone ?,0,-0.0209436949883909,-0.027689885711765807
8721,0.0,0.0,0.0,10,1,0,"which texas city does volcano, i'm still excited!! come from?",[['dbo:hometown']],[],factoid,"texas city volcano , 'm still excited ! ! come ?",0,-0.05423938387963531,0.00804409311944147
8722,0.0,0.0,0.0,6,1,1,what is josé luis grant's nationality,[['dbo:birthPlace']],['dbo:nationality'],factoid,josé luis grant 's nationality,0,-0.035830024837309765,-0.019857351746817305
8723,0.0,0.0,0.0,6,1,1,What country is bobby foglesong from?,[['dbo:birthPlace']],['dbo:nationality'],factoid,country bobby foglesong ?,0,-0.04693971148743281,-0.016870487271091333
8724,1.0,1.0,1.0,6,1,1,what belief does paul seaton follow,[['dbo:religion']],['dbo:religion'],factoid,belief paul seaton follow,0,-0.029864582213715827,-0.016809536335771865
8727,0.5,1.0,0.6666666666666666,10,2,1,Which religion does the leader of Church and Wellesley follow?,"[['dbp:leaderName'], ['dbo:religion']]",['dbo:religion'],factoid,religion leader church wellesley follow ?,0,-0.033558605737175735,-0.016883438623337053
8730,1.0,1.0,1.0,8,1,1,What war did joseph xavier grant fight in?,[['dbo:battle']],['dbo:battle'],factoid,war joseph xavier grant fight ?,0,-0.030120610308487762,-0.015485106095652134
8731,1.0,1.0,1.0,10,1,1,who was in charge of cinematography for all that jazz?,[['dbo:cinematography']],['dbo:cinematography'],factoid,charge cinematography jazz ?,0,-0.022577996953216137,-0.006053628483582472
8732,1.0,1.0,1.0,7,1,1,which country does the cimirnariu river originate,[['dbo:country']],['dbo:country'],factoid,country cimirnariu river originate,0,-0.05406144433008189,-0.015496827883324226
8736,0.0,0.0,0.0,5,1,1,Is facebook a public company?,[['dbp:companyType']],['dbo:industry'],boolean,facebook public company ?,0,-0.03527855201440592,-0.017238944212411705
8737,1.0,1.0,1.0,4,1,1,what does kvtt broadcast,[['dbo:programmeFormat']],['dbo:programmeFormat'],factoid,kvtt broadcast,0,-0.027601576820570302,-0.014517539942630935
8738,1.0,1.0,1.0,6,1,1,where is seth thomas originally from,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,seth thomas originally,0,-0.033759593799598385,-0.015802959512400645
8739,0.5,0.5,0.5,13,2,2,What is the religion of the ones in the Kampuchean Union of Salvation?,"[['dbo:militaryBranch'], ['dbo:religion']]","['dbo:religion', 'dbp:religion']",factoid,religion ones kampuchean union salvation ?,0,-0.03140267834887123,-0.016862088195305405
8742,1.0,1.0,1.0,7,1,1,who is the publisher of tails' skypatrol,[['dbo:publisher']],['dbo:publisher'],factoid,publisher tails ' skypatrol,0,-0.02804651869191403,-0.014752073705763195
8743,1.0,1.0,1.0,8,1,1,which time zone is  oologah apart of,[['dbo:timeZone']],['dbo:timeZone'],factoid,time zone oologah apart,0,-0.05638303894067095,-0.0014659766457970947
8744,1.0,1.0,1.0,9,1,1,what country was the the bone snatcher filmed in,[['dbo:country']],['dbo:country'],factoid,country bone snatcher filmed,0,-0.04508676136987642,-0.01696606609747286
8745,1.0,1.0,1.0,5,1,1,where did theodor lipps die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,theodor lipps die,0,-0.04064243203785757,-0.018958126466851098
8746,1.0,1.0,1.0,4,1,1,who developed albert odyssey,[['dbo:developer']],['dbo:developer'],factoid,developed albert odyssey,0,-0.030353202721128295,-0.01590851405984019
8747,1.0,1.0,1.0,8,1,1,who is the record label of melanie fiona?,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,record label melanie fiona ?,0,-0.02400199882860074,-0.008746605750124098
8748,0.0,0.0,0.0,11,2,0,How many mountain ranges are located in the Canton of Fribourg?,"[['dbo:locatedInArea'], ['dbo:mountainRange']]",[],count,many mountain ranges located canton fribourg ?,0,-0.05773463735053805,-0.004407269210829801
8749,0.0,0.0,0.0,9,1,1,What are the movies with Daniel Waters as screenwriter?,[['dbp:screenplay']],['dbo:occupation'],factoid,movies daniel waters screenwriter ?,0,-0.031174009511314313,-0.010490148578043324
8750,1.0,1.0,1.0,7,1,1,which city did deodoro da fonseca die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,city deodoro da fonseca die,0,-0.06563980099688754,0.0019048884230332683
8751,1.0,1.0,1.0,5,1,1,where did frank truscott die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,frank truscott die,0,-0.043236286091639896,-0.02148089266208117
8754,0.0,0.0,0.0,8,1,0,To which senator did military unit VMF-155 belong?,[['dbo:militaryUnit']],[],factoid,senator military unit vmf-155 belong ?,0,-0.025092407731836554,-0.014608881314094279
8756,0.0,0.0,0.0,8,1,0,What airport is a hub for ansett australia,[['dbo:hubAirport']],[],factoid,airport hub ansett australia,0,-0.030931311919410197,-0.012236822910250836
8759,1.0,1.0,1.0,7,1,2,which city did lenny welch originate from,"[['dbo:hometown', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbo:hometown']",factoid,city lenny welch originate,0,-0.059763084790758064,0.00946309994046966
8762,0.0,0.0,0.0,7,1,0,How many politicians are in the militia?,[['dbp:branch']],[],count,many politicians militia ?,0,-0.032807235630752746,-0.018041736016950683
8765,1.0,1.0,1.0,7,1,1,what game is considered a shooter game?,[['dbo:genre']],['dbo:genre'],factoid,game considered shooter game ?,0,-0.02147823106453924,-0.01971926060431198
8766,1.0,1.0,1.0,5,1,1,"what is insult, injury, etc.",[['dbo:type']],['dbo:type'],factoid,"insult , injury , etc .",0,-0.02708926612894979,-0.014047065303304377
8767,0.0,0.0,0.0,7,1,1,Who is the founder of Pittsburgh ?,[['dbo:founder']],['dbo:foundedBy'],factoid,founder pittsburgh ?,0,-0.028587513423989862,-0.014823199094667292
