,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
5318,1.0,1.0,1.0,9,1,1,Name a fiction genre book written by Kate Elliott?,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name fiction genre book written kate elliott ?,4,0.08807619506987296,0.12788053317947518
5320,1.0,1.0,1.0,5,1,1,Name a speed metal album.,[['dbo:genre']],['dbo:genre'],list,name speed metal album .,4,0.20542053675462432,0.29468388438770815
5361,1.0,1.0,1.0,12,1,1,whats the name of an album by  the flying burrito brothers,[['dbo:artist']],['dbo:artist'],factoid,whats name album flying burrito brothers,4,0.11746708480904004,0.1985971598351714
5368,1.0,0.2,0.33333333333333337,11,1,5,whats the name of an italian town in province of pistoia,"[['dbo:province', 'dbo:location']]","['dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,whats name italian town province pistoia,4,-0.007948201815233836,0.1467331627877611
5376,0.0,0.0,0.0,10,2,1,Name some politicians buried in a place near Orange Virginia?,"[['dbp:restingplace'], ['dbp:nearestCity']]",['dbo:restingPlace'],list,name politicians buried place near orange virginia ?,4,-0.019164016369025,0.11929941203433157
5391,1.0,1.0,1.0,6,1,6,Name a location in the netherlands,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name location netherlands,4,0.0015145113840041844,0.20789281087821415
5412,1.0,1.0,1.0,8,1,1,what is the name of a high school,[['dbo:type']],['dbo:type'],factoid,name high school,4,0.013488692589500008,0.22873737806652894
5430,1.0,1.0,1.0,8,1,1,What is the birth place of james ramsay?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place james ramsay ?,4,-0.04913217423618486,-0.006592853955449178
5431,1.0,1.0,1.0,8,1,1,Name the alma mater of Michael hahn ?,[['dbo:almaMater']],['dbo:almaMater'],list,name alma mater michael hahn ?,4,-0.00707776337699005,0.12346845692034644
5444,1.0,1.0,1.0,7,1,1,Name a song composed by gary lightbody,[['dbo:writer']],['dbo:writer'],list,name song composed gary lightbody,4,-0.0055759160320406525,0.13364296478826826
5500,0.0,0.0,0.0,16,2,0,Name the tenant of Ever bank field which has also has player named Dan Shamash ?,"[['dbo:team'], ['dbo:tenant']]",[],list,name tenant ever bank field also player named dan shamash ?,4,-0.018703671546387447,0.07371374652188455
5504,1.0,1.0,1.0,7,1,1,what is jack chalmers's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,jack chalmers 's place birth ?,4,-0.047313301712756245,-0.006713038283747782
5509,1.0,1.0,1.0,4,1,1,Name a famous writer.,[['dbo:occupation']],['dbo:occupation'],list,name famous writer .,4,0.0038838271425815462,0.24119890635116772
5524,1.0,1.0,1.0,6,1,1,Name someone who died of cancer,[['dbo:deathCause']],['dbo:deathCause'],list,name someone died cancer,4,-0.012964301162638409,0.21359417321502966
5533,1.0,1.0,1.0,3,1,1,Name a priest.,[['dbo:occupation']],['dbo:occupation'],list,name priest .,4,0.010244416125052787,0.20578395403880145
5550,1.0,1.0,1.0,6,1,7,name a place located in pernambuco.,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name place located pernambuco .,4,-0.044842248074245035,0.1939719493445736
5557,1.0,1.0,1.0,8,1,1,What is the name of a blues album,[['dbo:genre']],['dbo:genre'],factoid,name blues album,4,0.25456287578515696,0.3811413251199632
5580,0.0,0.0,0.0,17,2,0,Name the appliance produced by Foxconn and its OS is provided by PlayStation 3 system software ?,"[['dbo:manufacturer'], ['dbp:os']]",[],list,name appliance produced foxconn os provided playstation 3 system software ?,4,-0.013687293631439517,0.08175757142833517
5586,0.0,0.0,0.0,10,1,0,Name few TV shows aired by Prime Time Entertainment Network?,[['dbo:network']],[],list,name tv shows aired prime time entertainment network ?,4,-0.017693531870249458,0.10557944886217097
5591,1.0,1.0,1.0,7,1,1,what was jimmy ring's place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,jimmy ring 's place birth,4,-0.045400937611911,-0.006278065396679757
5606,1.0,1.0,1.0,8,1,1,where was the death place of bhadriraju krishnamurti,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,death place bhadriraju krishnamurti,4,-0.03720479799310159,-0.003784746868225524
5610,1.0,1.0,1.0,6,1,1,whats the name of an album,[['dbo:type']],['dbo:type'],factoid,whats name album,4,0.27401312553972684,0.4264027985354477
5628,1.0,1.0,1.0,9,1,2,What is the name of a reality television show?,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",factoid,name reality television show ?,4,0.002612496471726756,0.15547193914248442
5659,0.0,0.0,0.0,11,1,1,whats the name of an album by sherine and tamer hosny,[['dbo:type']],['dbo:artist'],factoid,whats name album sherine tamer hosny,4,0.10134366790553045,0.1744329787744148
5683,1.0,1.0,1.0,8,1,7,what's the name of a place in louisiana,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,'s name place louisiana,4,-0.0056410166085355375,0.2284156869184739
5694,1.0,1.0,1.0,5,1,1,Name an album from helmet,[['dbo:artist']],['dbo:artist'],list,name album helmet,4,0.18788489847448017,0.28673910040524536
5712,1.0,1.0,1.0,10,1,2,What is the name of a city in carlton county,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",factoid,name city carlton county,4,-0.05282999072934253,0.21692573120706607
5717,1.0,1.0,1.0,9,1,1,What is the place of death of elmer brown,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death elmer brown,4,-0.04037797145186118,-0.0031771734596336863
5737,1.0,1.0,1.0,10,1,1,name a language that falls under the germanic languages family,[['dbo:languageFamily']],['dbo:languageFamily'],list,name language falls germanic languages family,4,-0.011863321501332309,0.11110964772138265
5756,0.0,0.0,0.0,14,2,0,Give me the name of the organization hqed at  Chaeng Watthana Govt Complex?,"[['dbo:headquarter'], ['dbp:agencyName']]",[],list,give name organization hqed chaeng watthana govt complex ?,4,-0.012182704742482014,0.08041146488525062
5787,1.0,1.0,1.0,13,1,1,Whats the name of a city in the north american central time zone,[['dbo:timeZone']],['dbo:timeZone'],factoid,whats name city north american central time zone,4,-0.0703481231595302,0.1979604747090094
5791,1.0,1.0,1.0,10,1,1,Where is the place of death for theodore nicolas gobley?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death theodore nicolas gobley ?,4,-0.036723138203581654,-0.005162284194307092
5794,1.0,1.0,1.0,4,1,1,Name a professional screenwriter.,[['dbo:occupation']],['dbo:occupation'],list,name professional screenwriter .,4,0.004492610429955212,0.20968149501988675
5795,1.0,1.0,1.0,10,1,1,what is the name of a adult contemporary music musician,[['dbo:genre']],['dbo:genre'],factoid,name adult contemporary music musician,4,0.14737870127206648,0.10256822965787123
5816,1.0,0.75,0.8571428571428571,12,1,4,What is the name of a state park located in monroe county,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,name state park located monroe county,4,-0.06310360401359226,0.16489226448764185
5845,1.0,1.0,1.0,8,1,1,Name some comic characters created by Bruce Timm?,[['dbo:creator']],['dbo:creator'],list,name comic characters created bruce timm ?,4,-0.0069350251389754605,0.10856199737827535
5876,0.0,0.0,0.0,7,1,0,Name a famous relative of barry voight,[['dbo:relative']],[],list,name famous relative barry voight,4,-0.006620348747397511,0.13391225127171577
5917,1.0,1.0,1.0,10,1,1,what is was the place of death of george caley,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death george caley,4,-0.04363144682481017,-0.004655847384075453
5919,1.0,1.0,1.0,7,1,1,what is raza mahmoudi's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,raza mahmoudi 's place birth ?,4,-0.043590157547542224,-0.0071707919884762905
5920,1.0,1.0,1.0,10,1,1,What is the name of a composition by gary lightbody,[['dbo:writer']],['dbo:writer'],factoid,name composition gary lightbody,4,-0.0019663657970923247,0.14107872600016394
5936,1.0,1.0,1.0,8,1,1,what is  alain dorvals place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,alain dorvals place birth,4,-0.044338871400814925,-0.008005279623858243
5949,0.0,0.0,0.0,7,1,1,Name a type of greatest hits album.,[['dbo:type']],['dbo:genre'],list,name type greatest hits album .,4,0.1967147334665172,0.17663337917128052
5989,1.0,1.0,1.0,9,1,1,what is the name of one of nico's songs,[['dbo:artist']],['dbo:artist'],factoid,name one nico 's songs,4,0.0019137432895272497,0.1532940010596111
6002,1.0,1.0,1.0,8,1,1,What was william b. hawks's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,william b. hawks 's place birth ?,4,-0.04913330007065676,-0.006596909341901953
6010,1.0,1.0,1.0,6,1,1,where is david córdoba's birth place,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,david córdoba 's birth place,4,-0.04887341642339064,-0.01117963735614509
6015,1.0,1.0,1.0,14,1,1,What is the name of a book that is considered to be speculative fiction,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,name book considered speculative fiction,4,0.03021485392287534,0.1707904802823933
6016,1.0,1.0,1.0,7,1,1,Name an area that hurricane ivan affected?,[['dbp:areas']],['dbp:areas'],list,name area hurricane ivan affected ?,4,-0.00802350208911842,0.12709810424024026
6018,1.0,1.0,1.0,8,1,1,Name an American musician who plays a guitar,[['dbo:instrument']],['dbo:instrument'],list,name american musician plays guitar,4,0.010054649266837096,0.16150805616190608
6019,1.0,1.0,1.0,9,1,1,Where was princess elizabeth of yugoslavia's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,princess elizabeth yugoslavia 's place birth ?,4,-0.04424774448101162,-0.007351623418231467
6023,1.0,1.0,1.0,9,1,1,where in europe is jasmine harman place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,europe jasmine harman place birth ?,4,-0.044265305082144144,-0.0053267846509105045
6038,1.0,1.0,1.0,8,1,1,what is the name of a 1970s album,[['dbo:type']],['dbo:type'],factoid,name 1970s album,4,0.18085272992085571,0.2758601605443975
6039,1.0,1.0,1.0,7,1,1,Name a west coast hip hop album.,[['dbo:genre']],['dbo:genre'],list,name west coast hip hop album .,4,0.12019505593872014,0.19319914380402337
6053,1.0,1.0,1.0,4,1,1,Name a post-punk band?,[['dbo:genre']],['dbo:genre'],list,name post-punk band ?,4,0.03530318780399179,0.19994632980617358
6089,1.0,1.0,1.0,5,1,1,Name an officer (armed forces),[['dbo:occupation']],['dbo:occupation'],list,name officer ( armed forces ),4,-0.0028921701633756124,0.1303584199024239
6116,1.0,0.5,0.6666666666666666,13,1,2,what is the name of an independent Catholic girls' secondary school in Vancouver,[['dbo:type']],"['dbo:city', 'dbo:type']",factoid,name independent catholic girls ' secondary school vancouver,4,-0.00914490376032908,0.09636807724322556
6159,1.0,1.0,1.0,14,1,1,"What is the name of a location in Torrance County, New Mexico, united states?","[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]",['dbo:isPartOf'],factoid,"name location torrance county , new mexico , united states ?",4,-0.044262955162687745,0.15963662580485344
6166,0.0,0.0,0.0,9,1,1,whats the name of an album by terri clark,[['dbo:type']],['dbo:artist'],factoid,whats name album terri clark,4,0.12740606607921504,0.2127780676453865
6170,1.0,1.0,1.0,11,1,7,What is the name of a city in the united kingdom,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name city united kingdom,4,-0.05256975842887091,0.2625875896205155
6193,1.0,1.0,1.0,6,1,1,Name Jacapo Bonfadio's place of death?,[['dbo:deathPlace']],['dbo:deathPlace'],list,name jacapo bonfadio 's place death ?,4,-0.013026246131150172,0.13676917478487222
6209,1.0,0.5,0.6666666666666666,9,1,6,Name a unitary authority found in South East England?,"[['dbo:country', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name unitary authority found south east england ?,4,-0.013261217762229731,0.10833656504309884
6234,1.0,1.0,1.0,6,1,2,where is old hulbert place located,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,old hulbert place located,4,-0.07002997892679542,0.004267846991708583
6249,1.0,1.0,1.0,4,1,1,Name a private school,[['dbo:type']],['dbo:type'],list,name private school,4,0.009211756426069057,0.20929707164866732
6288,1.0,1.0,1.0,7,1,2,what's the name of a drama anime,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",list,'s name drama anime,4,0.0032022634348529725,0.17006588710708753
6302,1.0,1.0,1.0,9,1,1,"What's a battle that took place in clontarf, dublin",[['dbo:place']],['dbo:place'],factoid,"'s battle took place clontarf , dublin",4,-0.03915728911192433,-0.004900662172269702
6306,1.0,1.0,1.0,7,1,1,Name a band that produces acoustic music,[['dbo:genre']],['dbo:genre'],list,name band produces acoustic music,4,0.14019777396097305,0.0937163453813433
6307,1.0,1.0,1.0,11,1,1,What is the name of a heavy metal released in 1996?,[['dbo:genre']],['dbo:genre'],factoid,name heavy metal released 1996 ?,4,0.03303241110831301,0.16290893294765654
6310,0.0,0.0,0.0,20,2,0,Name the line of the Vadodara Junction railway station which is also the  hub airport of the Pawan Hans?,"[['dbo:hubAirport'], ['dbp:line']]",[],list,name line vadodara junction railway station also hub airport pawan hans ?,4,-0.014463987939705594,0.07377323759057483
6324,0.0,0.0,0.0,15,2,0,Name the fictional character who was in Terminator and portrayer is Terminator 2: Judgment Day?,"[['dbo:portrayer'], ['dbo:series']]",[],list,name fictional character terminator portrayer terminator 2 : judgment day ?,4,-0.01316141537610846,0.07819245991302488
6325,1.0,1.0,1.0,6,1,1,what was choucho's place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,choucho 's place birth,4,-0.048127735817950996,-0.005258325967261641
6332,1.0,1.0,1.0,6,1,1,Name an album giant squid created.,[['dbo:artist']],['dbo:artist'],list,name album giant squid created .,4,0.12013366914340781,0.19158751185473868
6338,1.0,1.0,1.0,9,1,1,what is the place of birth of thomas peterffy?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth thomas peterffy ?,4,-0.04957721214393999,-0.0071666344437530186
6345,1.0,1.0,1.0,12,1,1,What is the name of a location in the mountain time zone,[['dbo:timeZone']],['dbo:timeZone'],factoid,name location mountain time zone,4,-0.041964603264603544,0.21167768888122557
6347,1.0,1.0,1.0,8,1,1,What is the birth place of mark yates?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place mark yates ?,4,-0.04729570567815824,-0.007835845242458747
6350,1.0,1.0,1.0,9,1,1,where did the battle of the afsluitdijk take place,[['dbo:place']],['dbo:place'],factoid,battle afsluitdijk take place,4,-0.04010859681421987,-0.005504933812607277
6374,1.0,1.0,1.0,8,1,1,What is the name of a psychology book?,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,name psychology book ?,4,0.02410466932091678,0.1922640236604942
6378,1.0,1.0,1.0,8,1,1,Name an author in the fantasy book genre.,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name author fantasy book genre .,4,0.13298499984419643,0.17373068885644524
6443,1.0,0.6666666666666666,0.8,5,1,6,Name a place in portland,"[['dbo:locatedInArea', 'dbo:city', 'dbo:region', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,name place portland,4,-0.006015734773580017,0.20291506410242935
6464,0.0,0.0,0.0,21,2,0,Name a scientist whose official residence is Cape Town and also won a gold medal at the Royal Astronomical Society ?,"[['dbp:prizes'], ['dbp:residence']]",[],list,name scientist whose official residence cape town also gold medal royal astronomical society ?,4,-0.016497966769443387,0.07385881691792195
6470,1.0,1.0,1.0,11,1,1,What is the name of an event that occurred in turkey,[['dbo:place']],['dbo:place'],factoid,name event occurred turkey,4,-0.003869484467915048,0.13955882253207025
6484,1.0,1.0,1.0,11,1,1,what's the name of a movie that samuel z. arkoff produced,[['dbo:producer']],['dbo:producer'],list,'s name movie samuel z. arkoff produced,4,-0.011753867606905544,0.12982945827759101
6485,1.0,1.0,1.0,10,1,1,What is the name of a track by the rasmus,[['dbo:artist']],['dbo:artist'],factoid,name track rasmus,4,0.005017275410622256,0.19344253713520318
6486,1.0,1.0,1.0,4,1,1,Name one voice actor,[['dbo:occupation']],['dbo:occupation'],list,name one voice actor,4,-0.005326497224252084,0.19970620923607138
6491,1.0,1.0,1.0,10,1,1,What is the name of an album by marc lavoine,[['dbo:artist']],['dbo:artist'],factoid,name album marc lavoine,4,0.1340305939313519,0.21096943760368062
6493,0.0,0.0,0.0,9,1,0,Name the serving line of Daund Junction railway station?,[['dbo:servingRailwayLine']],[],list,name serving line daund junction railway station ?,4,-0.00850977255041543,0.09513541348081739
6500,1.0,1.0,1.0,7,1,1,what is loránd eötvöss place of death,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,loránd eötvöss place death,4,-0.0372047979931016,-0.0037847468682248985
6506,1.0,1.0,1.0,9,1,2,what was the place of birth for james jackman,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,place birth james jackman,4,-0.05001357932364602,-0.006120811781295796
6524,1.0,1.0,1.0,10,1,1,What is the name of an album by juelz santana,[['dbo:artist']],['dbo:artist'],factoid,name album juelz santana,4,0.14179799723738934,0.22071863065523015
6531,1.0,1.0,1.0,10,1,1,what is the name of a Norwegian folk metal band,[['dbo:genre']],['dbo:genre'],factoid,name norwegian folk metal band,4,0.04065590196723139,0.16434565756323927
6567,1.0,1.0,1.0,4,1,1,name a professional astronaut.,[['dbo:occupation']],['dbo:occupation'],list,name professional astronaut .,4,0.0035802885712849374,0.1919397853216681
6577,1.0,1.0,1.0,5,1,7,Name a market-town in england,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name market-town england,4,-0.008005127270646643,0.16371822294841365
6603,1.0,0.5,0.6666666666666666,14,1,2,what is the name of a national park located in  hoonah-angoon census area,[['dbo:location']],"['dbo:isPartOf', 'dbo:location']",factoid,name national park located hoonah-angoon census area,4,-0.03519455099547557,0.1042877225864589
6619,1.0,1.0,1.0,10,1,2,What is the name of a city inside eagle county,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",factoid,name city inside eagle county,4,-0.049342026051263005,0.17814686465862553
6620,1.0,1.0,1.0,9,1,2,what's the name of one of ghassan tueni's parents,"[['dbo:parent', 'dbo:child']]","['dbo:child', 'dbo:parent']",list,'s name one ghassan tueni 's parents,4,-0.00470878957491737,0.11803701543494273
6625,1.0,1.0,1.0,9,1,1,what is the place of birth of theodore motzkin,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth theodore motzkin,4,-0.043984720720837665,-0.007080509676064688
6629,1.0,1.0,1.0,10,1,7,Name an animal you can find in the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name animal find united states,4,-0.023495289315586483,0.1750887203140948
6631,1.0,1.0,1.0,8,1,1,Where is the death place of bernardino ramazzini?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,death place bernardino ramazzini ?,4,-0.03763904338621666,-0.0036240929948892766
6641,1.0,1.0,1.0,9,1,1,where in germany was hanns-joachim friedrichs's place of death?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,germany hanns-joachim friedrichs 's place death ?,4,-0.0358677862917911,-0.00314070376266578
6647,0.0,0.0,0.0,8,1,1,what was eric wyndham white's place of birth,[['dbo:nationality']],['dbo:birthPlace'],factoid,eric wyndham white 's place birth,4,-0.04396003311230512,-0.010182287658495598
6663,1.0,1.0,1.0,11,1,1,what is the name of a track by the band crimpshine?,[['dbo:artist']],['dbo:artist'],factoid,name track band crimpshine ?,4,0.009964446511307741,0.17610085460750793
6677,1.0,1.0,1.0,10,1,1,What is the name of a track by edie brickell,[['dbo:artist']],['dbo:artist'],factoid,name track edie brickell,4,-0.0022505645886592256,0.14664572138613782
6686,0.0,0.0,0.0,10,1,0,Name an architect famous for the sever hall in Massachusetts.,[['dbo:architect']],[],list,name architect famous sever hall massachusetts .,4,-0.010590341873872994,0.12593238239877041
6705,1.0,1.0,1.0,8,1,1,Name the office holder whose constituency is Haight-Ashbury?,[['dbp:constituency']],['dbp:constituency'],list,name office holder whose constituency haight-ashbury ?,4,-0.010213046421231864,0.09894058676166506
6713,1.0,1.0,1.0,9,1,1,what place is located in the mountain time zone?,[['dbo:timeZone']],['dbo:timeZone'],factoid,place located mountain time zone ?,4,-0.12191224178058048,0.03373835075998161
6740,1.0,0.8571428571428571,0.923076923076923,5,1,7,Name a comune in piedmont,"[['dbo:locatedInArea', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name comune piedmont,4,0.0008827149127031591,0.15434189008325805
6757,1.0,0.3333333333333333,0.5,8,1,3,What is a place located within cartago province,"[['dbo:locatedInArea', 'dbo:isPartOf']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",factoid,place located within cartago province,4,-0.07326746358264342,0.010903320390907863
6758,1.0,0.875,0.9333333333333333,5,1,8,Name a location within canada,"[['dbo:province', 'dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:province', 'dbo:region', 'dbo:state']",list,name location within canada,4,-0.006488150865253748,0.19605468892183558
6783,0.0,0.0,0.0,7,1,1,what's the name of the jesu ep,[['dbo:type']],['dbo:artist'],list,'s name jesu ep,4,0.005029932993125169,0.16275866873784692
6785,1.0,1.0,1.0,9,1,1,Name an Indian serial killer executed under capital punishment.,[['dbo:deathCause']],['dbo:deathCause'],list,name indian serial killer executed capital punishment .,4,-0.011341591820527883,0.08615648507109781
6787,1.0,1.0,1.0,4,1,1,name a romantic novel?,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name romantic novel ?,4,0.004677417664111621,0.1695836346556931
6788,1.0,1.0,1.0,8,1,2,who has a place of birth in england,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,place birth england,4,-0.057197404634504546,-0.0006767177115833502
6803,1.0,1.0,1.0,8,1,1,whats the name of a cool jazz album,[['dbo:genre']],['dbo:genre'],factoid,whats name cool jazz album,4,0.15042289936369008,0.24674335502527528
6809,1.0,1.0,1.0,10,1,1,what's the name of a celebrity who died from cancer,[['dbo:deathCause']],['dbo:deathCause'],list,'s name celebrity died cancer,4,-0.006932186353934133,0.15293196326868497
6810,1.0,1.0,1.0,11,1,1,whats the name of a player who plays as a catcher,[['dbo:position']],['dbo:position'],factoid,whats name player plays catcher,4,0.005062952426056703,0.1515123225614613
6820,1.0,1.0,1.0,7,1,1,What is piotr skarga's place of death?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,piotr skarga 's place death ?,4,-0.037754324258284774,-0.003267091606196742
6825,1.0,1.0,1.0,9,1,1,whats the name of one of levon helm's albums,[['dbo:artist']],['dbo:artist'],factoid,whats name one levon helm 's albums,4,0.0032547205980399253,0.13441538445708656
6846,1.0,0.8,0.888888888888889,11,1,5,"What is the name of the stadium located in phoenix, arizona","[['dbo:locatedInArea', 'dbo:city', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,"name stadium located phoenix , arizona",4,-0.032633457970513806,0.1380262752410457
6854,1.0,1.0,1.0,7,1,1,where was joseph luns's place of death,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,joseph luns 's place death,4,-0.03974397672166652,-0.0029245459959973863
6855,1.0,1.0,1.0,8,1,6,what is a place to visit in poland,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,place visit poland,4,-0.039208849257943296,-0.004077791945234709
6857,1.0,1.0,1.0,8,1,7,Name a body of water located in romania.,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name body water located romania .,4,-0.03406815013957407,0.14815710773505558
6898,0.0,0.0,0.0,14,1,0,What is the name of the crater on the moon named for georg ohm?,[['dbp:namedafter']],[],factoid,name crater moon named georg ohm ?,4,-0.008524346134670124,0.09961939346927214
6911,1.0,1.0,1.0,5,1,1,Name a pop music singer,[['dbo:genre']],['dbo:genre'],list,name pop music singer,4,0.23261597554232752,0.16429781141604513
6942,1.0,1.0,1.0,9,1,1,What is the name of a popular indie band,[['dbo:genre']],['dbo:genre'],factoid,name popular indie band,4,0.023467920386602663,0.1853638259530901
6948,1.0,0.5,0.6666666666666666,8,1,2,what's the name of a community in manche,"[['dbo:country', 'dbo:location', 'dbo:state']]","['dbo:isPartOf', 'dbo:location']",list,'s name community manche,4,0.0007910484832302501,0.16775948925900513
6963,1.0,1.0,1.0,9,1,1,Name a book from the speculative fiction Animorphs series.,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name book speculative fiction animorphs series .,4,0.011013926397636311,0.13417205250985104
6965,1.0,1.0,1.0,8,1,1,Name a person who died from a stabbing.,[['dbo:deathCause']],['dbo:deathCause'],list,name person died stabbing .,4,-0.01985025229089279,0.19894298854712653
6992,1.0,1.0,1.0,7,1,1,Name a famous rhythm and blues album,[['dbo:genre']],['dbo:genre'],list,name famous rhythm blues album,4,0.15962744265021314,0.26679363702255965
7001,1.0,1.0,1.0,9,1,1,what's the name of an Australian rock and roll,[['dbo:genre']],['dbo:genre'],list,'s name australian rock roll,4,0.0737562113233501,0.21391025677220873
7005,1.0,1.0,1.0,7,1,1,what is elisabetta canalis' place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,elisabetta canalis ' place birth ?,4,-0.043590157547542224,-0.007170791988477385
7020,0.0,0.0,0.0,10,2,0,Name some people working at someplace owned by News Corp.,"[['dbp:owners'], ['dbo:employer']]",[],list,name people working someplace owned news corp .,4,-0.011370304562221888,0.0925047730838927
