,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,training_count
4860,0.5,0.2,0.2857142857142857,14,2,5,What is the mascot of the military unit whose commander is Herbert Bautista ?,"[['dbo:notableCommander'], ['dbp:mascot']]","['dbo:commander', 'dbo:militaryBranch', 'dbo:religion', 'dbp:branch', 'dbp:mascot']",factoid,"[[3], [25]]"
4866,0.5,0.2,0.2857142857142857,7,2,5,Where can i find salad based food?,"[['dbp:mainIngredient'], ['dbp:country']]","['dbo:country', 'dbo:hometown', 'dbo:ingredient', 'dbo:location', 'dbp:country']",factoid,"[[6], [18]]"
4877,0.0,0.0,0.0,7,1,5,What is in a chocolate chip cookie?,[['dbo:ingredient']],"['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,[[21]]
4894,0.0,0.0,0.0,7,1,5,Is Luigi Brugnaro the mayor of Venice?,[['dbp:mayor']],"['dbo:capital', 'dbo:leader', 'dbo:leaderName', 'dbo:mayor', 'dbp:party']",boolean,[[5]]
4915,0.5,0.2,0.2857142857142857,13,2,5,What is the baseball team whose club manager's debut team is Houston Astros?,"[['dbo:manager'], ['dbo:debutTeam']]","['dbo:debutTeam', 'dbo:position', 'dbo:team', 'dbp:birthPlace', 'dbp:debutteam']",factoid,"[[10], [20]]"
4921,0.0,0.0,0.0,5,1,5,Where is seven stories located?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf', 'dbo:region', 'dbo:state', 'dbo:writer']",factoid,[[1670]]
4924,0.5,0.2,0.2857142857142857,9,2,5,Who is the leader of the Kriminalpolizei and Ordnungspolizei?,"[['dbo:leader'], ['dbo:leader']]","['dbo:leader', 'dbo:leaderName', 'dbo:region', 'dbp:leader', 'dbp:party']",factoid,"[[32], [32]]"
4949,0.5,0.2,0.2857142857142857,13,2,5,Which scientist is known for the Manhattan Project and the Nobel Peace Prize?,"[['dbo:knownFor'], ['dbo:knownFor']]","['dbo:award', 'dbo:genre', 'dbo:knownFor', 'dbp:knownFor', 'dbp:prizes']",factoid,"[[40], [40]]"
4962,0.5,0.2,0.2857142857142857,9,2,5,Who has Saint Joseph and Mary as parents ?,"[['dbo:parent'], ['dbo:parent']]","['dbo:child', 'dbo:parent', 'dbp:birthPlace', 'dbp:children', 'dbp:religion']",factoid,"[[187], [187]]"
4985,0.5,0.2,0.2857142857142857,12,2,5,List the home stadiums of the teams in the Russian Premier League?,"[['dbp:league'], ['dbo:homeStadium']]","['dbo:birthPlace', 'dbo:genre', 'dbo:homeStadium', 'dbp:homeStadium', 'dbp:nationalteam']",list,"[[12], [11]]"
4986,0.5,0.2,0.2857142857142857,11,2,5,In which city is the sister station of WCSE-LP located ?,"[['dbp:sisterStations'], ['dbp:city']]","['dbo:city', 'dbo:district', 'dbo:sisterStation', 'dbp:location', 'dbp:sisterStations']",factoid,"[[8], [28]]"
5002,0.0,0.0,0.0,8,1,5,Does Caroline Augusta Foley Rhys Davids study Buddhism?,[['dbo:field']],"['dbo:college', 'dbo:institution', 'dbo:producer', 'dbp:mainInterests', 'dbp:religion']",boolean,[[83]]
5010,0.5,0.2,0.2857142857142857,9,2,5,Solon Spencer Beman has architected in how many cities?,"[['dbp:locationTown'], ['dbo:architect']]","['dbo:architect', 'dbo:city', 'dbo:designer', 'dbp:architect', 'dbp:designer']",count,"[[6], [43]]"
5013,0.0,0.0,0.0,9,1,5,Give me some softwares which run on mac os,[['dbo:operatingSystem']],"['dbo:country', 'dbo:genre', 'dbo:hubAirport', 'dbo:language', 'dbo:region']",list,[[15]]
5027,0.0,0.0,0.0,17,2,5,What was the language of the single which came before To Know Him Is to Love Him?,"[['dbo:previousWork'], ['dbp:language']]","['dbo:language', 'dbo:musicalBand', 'dbo:state', 'dbo:successor', 'dbp:region']",factoid,"[[11], [12]]"
5036,0.5,0.2,0.2857142857142857,6,2,5,What was the first Queen album?,"[['dbo:artist'], ['dbo:releaseDate']]","['dbo:artist', 'dbo:birthPlace', 'dbo:genre', 'dbo:type', 'dbp:birthPlace']",factoid,"[[1147], [4]]"
5040,0.0,0.0,0.0,7,1,5,who is the governer of New Castile?,[['dbp:order']],"['dbo:leaderName', 'dbo:location', 'dbo:state', 'dbp:governingBody', 'dbp:governor']",factoid,[[6]]
5050,0.0,0.0,0.0,9,1,5,From which nation did Mitsumi Shizumi hail citizenship from?,[['dbp:birthPlace']],"['dbo:birthPlace', 'dbo:citizenship', 'dbo:country', 'dbo:nationality', 'dbp:nationality']",factoid,[[1526]]
5062,0.0,0.0,0.0,12,1,5,When will start the final match of the football world cup 2018?,[['dbp:date']],"['dbo:riverMouth', 'dbo:routeEnd', 'dbo:sourceCountry', 'dbo:subsequentWork', 'dbp:debutteam']",factoid,[[2]]
5103,0.0,0.0,0.0,8,2,5,In which cities are there stations of SCOLA?,"[['dbo:broadcastNetwork'], ['dbp:city']]","['dbo:city', 'dbo:programmeFormat', 'dbp:area', 'dbp:location', 'dbp:sisterStations']",factoid,"[[2], [28]]"
5115,0.5,0.2,0.2857142857142857,16,2,5,Daniel L D Granger and Job Durfee have based their political career in which US state?,"[['dbp:state'], ['dbp:state']]","['dbo:location', 'dbo:occupation', 'dbo:state', 'dbo:stateOfOrigin', 'dbp:state']",list,"[[21], [21]]"
5132,0.5,0.2,0.2857142857142857,16,2,5,Count the number of characters of the play whose one of the character is Catwoman ?,"[['dbp:characters'], ['dbp:characters']]","['dbo:portrayer', 'dbo:team', 'dbp:characters', 'dbp:series', 'dbp:starring']",count,"[[11], [11]]"
5133,0.5,0.2,0.2857142857142857,9,2,5,What are the famous Uni Toronto scientists known for?,"[['dbo:almaMater'], ['dbo:knownFor']]","['dbo:city', 'dbo:knownFor', 'dbp:knownFor', 'dbp:notableInstruments', 'dbp:placeOfBirth']",factoid,"[[45], [40]]"
5137,0.0,0.0,0.0,6,1,5,which band was Roger waters in?,[['dbo:formerBandMember']],"['dbo:bandMember', 'dbo:district', 'dbo:recordLabel', 'dbo:writer', 'dbp:currentMembers']",factoid,[[10]]
5145,0.5,0.2,0.2857142857142857,11,2,5,Which ancient country had capital as Nicomedia and History of Trier?,"[['dbo:capital'], ['dbo:capital']]","['dbo:birthPlace', 'dbo:capital', 'dbo:country', 'dbo:nationality', 'dbo:region']",factoid,"[[21], [21]]"
5147,0.0,0.0,0.0,11,1,5,Was the Army Air Corps honored for the battle of Iraq?,[['dbp:battleHonours']],"['dbo:almaMater', 'dbo:award', 'dbo:battle', 'dbo:place', 'dbo:restingPlace']",boolean,[[2]]
5160,0.5,0.2,0.2857142857142857,11,2,5,what are the nicknames of the people who are in Ekstraliga?,"[['dbp:league'], ['dbp:nickname']]","['dbo:birthPlace', 'dbp:birthPlace', 'dbp:city', 'dbp:nickname', 'dbp:title']",factoid,"[[12], [19]]"
5166,0.0,0.0,0.0,8,1,5,Is Queen Latifah associated with Afrika Baby Bam?,[['dbo:associatedBand']],"['dbo:associate', 'dbo:birthPlace', 'dbo:movement', 'dbo:parent', 'dbp:associatedActs']",boolean,[[22]]
5181,0.0,0.0,0.0,9,1,5,Is Nikolai Morozov the former coach of Stanislav Morozov?,[['dbo:formerCoach']],"['dbo:coach', 'dbo:formerPartner', 'dbo:formerTeam', 'dbp:coach', 'dbp:religion']",boolean,[[1]]
5183,0.0,0.0,0.0,6,1,5,what type of genre is ubik?,[['dbo:literaryGenre']],"['dbo:deathPlace', 'dbo:genre', 'dbo:region', 'dbo:type', 'dbp:genre']",factoid,[[750]]
5197,0.5,0.2,0.2857142857142857,16,2,5,Whihc state of Timothy J. Roemer is also the location city of Dad's Root Beer ?,"[['dbp:locationCity'], ['dbp:state']]","['dbo:birthPlace', 'dbo:country', 'dbo:locationCity', 'dbp:district', 'dbp:state']",list,"[[10], [21]]"
5205,0.5,0.2,0.2857142857142857,14,2,5,Which birthplace of Liliya Lobanova is also the location of the Snake Island ?,"[['dbp:birthplace'], ['dbp:locationCountry']]","['dbo:birthPlace', 'dbp:birthPlace', 'dbp:birthplace', 'dbp:location', 'dbp:placeOfBirth']",factoid,"[[11], [14]]"
5223,0.5,0.2,0.2857142857142857,13,2,5,What are the software whose operating systems are Mac OS and Microsoft Windows?,"[['dbo:operatingSystem'], ['dbo:operatingSystem']]","['dbo:computingPlatform', 'dbo:license', 'dbo:operatingSystem', 'dbp:os', 'dbp:programmingLanguage']",factoid,"[[15], [15]]"
5229,0.0,0.0,0.0,9,1,5,what's one of the brothers grimm's famous fairy tales,[['dbo:author']],"['dbo:artist', 'dbo:isPartOf', 'dbo:notableWork', 'dbo:state', 'dbo:writer']",list,[[426]]
5238,0.5,0.2,0.2857142857142857,12,2,5,In which state is the alma matter of Jan Paulsen located ?,"[['dbo:almaMater'], ['dbp:state']]","['dbo:country', 'dbo:location', 'dbo:state', 'dbp:almaMater', 'dbp:state']",factoid,"[[45], [21]]"
5245,0.5,0.2,0.2857142857142857,7,2,5,Which awards have been given to immunologists?,"[['dbp:fields'], ['dbo:award']]","['dbo:award', 'dbo:deathCause', 'dbo:honours', 'dbo:occupation', 'dbp:awards']",factoid,"[[20], [67]]"
5276,0.0,0.0,0.0,9,1,5,Was elizabeth ann seton beatified by Pope John XXIII?,[['dbp:beatifiedBy']],"['dbo:influenced', 'dbo:successor', 'dbp:canonizedBy', 'dbp:predecessor', 'dbp:religion']",boolean,[[5]]
5287,0.0,0.0,0.0,8,1,5,Did Phillippe Cabot go to Columbia for studying?,[['dbo:university']],"['dbo:almaMater', 'dbo:college', 'dbo:institution', 'dbp:almaMater', 'dbp:doctoralStudents']",boolean,[[10]]
5292,0.5,0.2,0.2857142857142857,17,2,5,What is the draft team of the Antoine Bibeau and also has player named Nathan Dempsey ?,"[['dbp:draftTeam'], ['dbp:playedFor']]","['dbo:team', 'dbp:draftTeam', 'dbp:placeOfBirth', 'dbp:placeOfDeath', 'dbp:prospectTeam']",factoid,"[[17], [16]]"
5313,0.0,0.0,0.0,10,1,5,What are the names of the Teenage Mutant Ninja Turtles?,[['dbp:members']],"['dbo:animator', 'dbo:director', 'dbo:genre', 'dbp:characters', 'dbp:genre']",factoid,[[2]]
5328,0.5,0.2,0.2857142857142857,13,2,5,What religion do the Wickramabahu Centeral College and Neungin High School both follow?,"[['dbp:religiousAffiliation'], ['dbp:religiousAffiliation']]","['dbo:almaMater', 'dbo:religion', 'dbp:almaMater', 'dbp:religion', 'dbp:religiousAffiliation']",factoid,"[[8], [8]]"
5342,0.5,0.2,0.2857142857142857,14,2,5,What is the television show whose company is Playtone and written by Erik Jendresen?,"[['dbo:company'], ['dbp:writer']]","['dbo:author', 'dbo:writer', 'dbp:developer', 'dbp:distributor', 'dbp:writer']",factoid,"[[11], [61]]"
5344,0.5,0.2,0.2857142857142857,18,2,5,What is the deathplace of the Anatoly Kharlampiyev which is also the death place of  Lyudmila Buldakova?,"[['dbp:deathPlace'], ['dbp:deathPlace']]","['dbo:deathPlace', 'dbo:region', 'dbp:deathPlace', 'dbp:placeOfBirth', 'dbp:placeOfDeath']",factoid,"[[178], [178]]"
5355,0.0,0.0,0.0,10,1,5,What is the award which is presented by Swedish Academy?,[['dbp:presenter']],"['dbo:award', 'dbo:city', 'dbo:country', 'dbo:presenter', 'dbo:type']",factoid,[[8]]
5392,0.5,0.2,0.2857142857142857,10,2,5,Where did the people beatified by Pope Pius X die?,"[['dbp:beatifiedBy'], ['dbp:deathPlace']]","['dbo:deathPlace', 'dbo:religion', 'dbp:canonizedBy', 'dbp:deathPlace', 'dbp:placeOfDeath']",factoid,"[[5], [178]]"
5397,0.5,0.2,0.2857142857142857,13,2,5,"In which ice hockey league, did the team coached by Joel Quenneville win?","[['dbp:champion'], ['dbp:headCoach']]","['dbo:coach', 'dbo:league', 'dbp:coach', 'dbp:headCoach', 'dbp:team']",factoid,"[[6], [7]]"
5401,0.0,0.0,0.0,8,1,5,Is jim harbaugh currently in the Michigan Wolverines?,[['dbp:currentteam']],"['dbo:district', 'dbo:hometown', 'dbo:residence', 'dbp:birthPlace', 'dbp:currentclub']",boolean,[[3]]
5409,0.5,0.2,0.2857142857142857,12,2,5,What would be a common border of Siberia and the shimsa plateau?,"[['dbo:border'], ['dbo:border']]","['dbo:border', 'dbo:genre', 'dbo:locatedInArea', 'dbo:occupation', 'dbo:type']",factoid,"[[9], [9]]"
5419,0.0,0.0,0.0,8,2,5,Where was the predecessor of Sevan Ross born?,"[['dbo:successor'], ['dbp:placeOfBirth']]","['dbo:birthPlace', 'dbo:predecessor', 'dbo:region', 'dbp:birthPlace', 'dbp:predecessor']",factoid,"[[37], [41]]"
5495,0.5,0.2,0.2857142857142857,13,2,5,Name the TV show broadcasted by Fox and presented by Ryan Seacrest ?,"[['dbo:channel'], ['dbo:presenter']]","['dbo:presenter', 'dbo:spouse', 'dbp:channel', 'dbp:creator', 'dbp:network']",list,"[[8], [10]]"
5497,0.5,0.2,0.2857142857142857,13,2,5,How many movies were directed by the graduate of Burbank High School ?,"[['dbp:director'], ['dbp:education']]","['dbo:almaMater', 'dbo:director', 'dbo:distributor', 'dbp:almaMater', 'dbp:director']",count,"[[19], [21]]"
5528,0.0,0.0,0.0,9,1,5,what company produces penn & teller's smoke and mirrors,[['dbo:publisher']],"['dbo:industry', 'dbo:manufacturer', 'dbo:product', 'dbo:recordLabel', 'dbp:studio']",factoid,[[288]]
5558,0.0,0.0,0.0,4,1,5,Is stephanie a female?,[['dbp:gender']],"['dbo:birthPlace', 'dbo:child', 'dbo:parent', 'dbo:spouse', 'dbo:writer']",boolean,[[2]]
5576,0.0,0.0,0.0,10,1,5,Name the movies writtten by the group Monty Python ?,[['dbp:writer']],"['dbo:cinematography', 'dbo:writer', 'dbp:director', 'dbp:music', 'dbp:studio']",list,[[61]]
5592,0.5,0.2,0.2857142857142857,8,2,5,Who operates the bridges designed by Malaysian PWD?,"[['dbp:designer'], ['dbo:maintainedBy']]","['dbo:birthPlace', 'dbo:operatedBy', 'dbo:operator', 'dbp:designer', 'dbp:operator']",factoid,"[[21], [12]]"
5601,0.0,0.0,0.0,12,2,5,For which teams did the Hawai graduated players play their first game?,"[['dbp:college'], ['dbo:debutTeam']]","['dbo:birthPlace', 'dbo:college', 'dbo:team', 'dbp:birthPlace', 'dbp:debutteam']",factoid,"[[5], [20]]"
5604,0.5,0.2,0.2857142857142857,10,2,5,Under which president did the predecessor of Simon Ferro work?,"[['dbo:successor'], ['dbo:president']]","['dbo:associate', 'dbo:predecessor', 'dbo:president', 'dbp:predecessor', 'dbp:president']",factoid,"[[37], [19]]"
5630,0.0,0.0,0.0,6,1,5,Which school did Robbie Diack attend?,[['dbp:school']],"['dbo:almaMater', 'dbo:education', 'dbo:school', 'dbo:type', 'dbp:highSchool']",factoid,[[4]]
5641,0.0,0.0,0.0,8,1,5,Was Beth Tweddle primarily coached by Amanda Reddin?,[['dbp:headcoach']],"['dbo:coach', 'dbo:keyPerson', 'dbo:region', 'dbp:coach', 'dbp:headCoach']",boolean,[[10]]
5644,0.5,0.2,0.2857142857142857,11,2,5,Which parent organization of Get TV also owns the Galleria ?,"[['dbo:parentOrganisation'], ['dbo:owner']]","['dbo:network', 'dbo:owningCompany', 'dbo:parentOrganisation', 'dbp:company', 'dbp:parent']",factoid,"[[10], [83]]"
5656,0.5,0.2,0.2857142857142857,17,2,5,Which animal is the mascot of the 1502nd Infantry Brigade (Ready Reserve) and Galatasaray Handball Team ?,"[['dbp:mascot'], ['dbp:mascot']]","['dbo:field', 'dbo:isPartOf', 'dbo:militaryBranch', 'dbp:branch', 'dbp:mascot']",factoid,"[[25], [25]]"
5672,0.5,0.2,0.2857142857142857,13,2,5,Where is the station whose sister channel is the Channel 3 in Thailand?,"[['dbp:sisterStations'], ['dbp:city']]","['dbo:network', 'dbo:sisterStation', 'dbp:area', 'dbp:sisterNames', 'dbp:sisterStations']",factoid,"[[8], [28]]"
5676,0.0,0.0,0.0,7,1,5,Semani languages are spoken in which countries?,[['dbp:languages']],"['dbo:language', 'dbo:languageFamily', 'dbo:sourceCountry', 'dbp:language', 'dbp:region']",factoid,[[7]]
5682,0.5,0.2,0.2857142857142857,9,2,5,Whose academic advisor works at the St George's Hospital?,"[['dbp:workInstitutions'], ['dbo:academicAdvisor']]","['dbo:academicAdvisor', 'dbo:almaMater', 'dbo:campus', 'dbo:doctoralAdvisor', 'dbp:doctoralAdvisor']",factoid,"[[8], [9]]"
5694,0.5,0.2,0.2857142857142857,9,2,5,What is the sea connected to Oulu and Turku?,"[['dbp:cities'], ['dbp:cities']]","['dbo:locatedInArea', 'dbo:nationality', 'dbo:writer', 'dbp:cities', 'dbp:outflow']",factoid,"[[31], [31]]"
5704,0.5,0.2,0.2857142857142857,10,2,5,Which team did Bill Murphy and Jean Segura play for?,"[['dbo:debutTeam'], ['dbo:team']]","['dbo:formerTeam', 'dbo:team', 'dbp:name', 'dbp:pastteams', 'dbp:playedFor']",factoid,"[[20], [46]]"
5705,0.0,0.0,0.0,7,1,5,Who wrote The Times They Are a-Changin?,[['dbo:musicBy']],"['dbo:writer', 'dbp:author', 'dbp:language', 'dbp:writer', 'dbp:writers']",factoid,[[10]]
5717,0.0,0.0,0.0,10,1,5,How many universities are in the National Collegiate Athletic Association?,[['dbo:athletics']],"['dbo:affiliation', 'dbo:campus', 'dbo:country', 'dbo:institution', 'dbp:athletics']",count,[[10]]
5730,0.5,0.2,0.2857142857142857,18,2,5,"List the significant buildings of the arch. whose one of the important work is Government Building, Kiev ?","[['dbo:significantBuilding'], ['dbo:significantBuilding']]","['dbo:location', 'dbo:notableWork', 'dbo:significantBuilding', 'dbp:majorShrine', 'dbp:office']",list,"[[7], [7]]"
5755,0.5,0.2,0.2857142857142857,22,2,5,Give me a list of all the people driving at pole positions in the Grand Prixes where Renault was a first team?,"[['dbp:firstTeam'], ['dbo:poleDriver']]","['dbo:firstDriver', 'dbo:location', 'dbo:poleDriver', 'dbo:position', 'dbp:firstDriver']",list,"[[8], [6]]"
5773,0.0,0.0,0.0,7,1,5,Who made brothers in arms: double time,[['dbo:publisher']],"['dbo:cinematography', 'dbo:developer', 'dbo:manufacturer', 'dbo:timeZone', 'dbo:writer']",factoid,[[288]]
5785,0.0,0.0,0.0,5,1,5,Was Margaret Thatcher a chemist?,[['dbo:profession']],"['dbo:academicAdvisor', 'dbo:influencedBy', 'dbo:occupation', 'dbo:producer', 'dbo:type']",boolean,[[12]]
5838,0.0,0.0,0.0,15,2,5,Name the loocation of Lekh Castle which is also the location of SamurAbsheron channel ?,"[['dbo:location'], ['dbo:sourceCountry']]","['dbo:birthPlace', 'dbo:locationCountry', 'dbo:restingPlace', 'dbp:deathPlace', 'dbp:location']",list,"[[1670], [22]]"
5846,0.5,0.2,0.2857142857142857,14,2,5,Name the largest city in the county where there is a Cy-Fair High School.,"[['dbo:county'], ['dbo:largestCity']]","['dbo:areaTotal', 'dbo:birthPlace', 'dbo:city', 'dbo:largestCity', 'dbp:birthPlace']",list,"[[10], [23]]"
5916,0.0,0.0,0.0,10,1,5,Is Grand Bahama lie in the achipelago of the bahamas?,[['dbp:archipelago']],"['dbo:album', 'dbo:anthem', 'dbo:artist', 'dbo:genre', 'dbo:region']",boolean,[[9]]
5923,0.0,0.0,0.0,15,2,5,What is the common palce of study for jack McGregor and Philip W. Pillsbury ?,"[['dbo:education'], ['dbp:education']]","['dbo:almaMater', 'dbo:institution', 'dbp:almaMater', 'dbp:doctoralStudents', 'dbp:mainInterests']",factoid,"[[15], [21]]"
5939,0.5,0.2,0.2857142857142857,11,2,5,Where did the conflict take place in which Henri Putz fought?,"[['dbo:battle'], ['dbo:territory']]","['dbo:commander', 'dbo:place', 'dbo:territory', 'dbp:battles', 'dbp:place']",factoid,"[[293], [9]]"
5940,0.0,0.0,0.0,10,2,5,"Where does the river end, into which the Rakitnica flows?","[['dbo:rightTributary'], ['dbo:mouthCountry']]","['dbo:mouthMountain', 'dbo:riverMouth', 'dbo:sourcePlace', 'dbp:city', 'dbp:mouthLocation']",factoid,"[[5], [5]]"
5950,0.0,0.0,0.0,8,1,5,Where can you find barrington tops national park,[['dbo:country']],"['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:restingPlace', 'dbp:governingBody']",factoid,[[2554]]
5963,0.5,0.2,0.2857142857142857,8,2,5,Who is the son of Sonny and Cher?,"[['dbo:parent'], ['dbo:parent']]","['dbo:child', 'dbo:parent', 'dbo:relative', 'dbo:type', 'dbp:children']",factoid,"[[187], [187]]"
5969,0.5,0.2,0.2857142857142857,6,2,5,Count the awards received by Immunologists?,"[['dbo:award'], ['dbp:fields']]","['dbo:award', 'dbo:distributor', 'dbo:honours', 'dbp:awards', 'dbp:prizes']",count,"[[67], [20]]"
5970,0.5,0.2,0.2857142857142857,15,2,5,How many  TV shows were made by someone who was associated with Lewis Hamilton?,"[['dbp:creator'], ['dbo:associatedBand']]","['dbo:associatedMusicalArtist', 'dbo:related', 'dbp:associatedActs', 'dbp:creator', 'dbp:writer']",count,"[[17], [22]]"
5979,0.0,0.0,0.0,9,1,5,Which spanish novel was published by Francisco de Robles?,[['dbp:publisher']],"['dbo:author', 'dbo:literaryGenre', 'dbo:nonFictionSubject', 'dbo:publisher', 'dbp:author']",factoid,[[10]]
5995,0.5,0.2,0.2857142857142857,12,2,5,How many more teams have rented the stadium used by Raptors 905?,"[['dbp:arena'], ['dbo:tenant']]","['dbo:tenant', 'dbp:location', 'dbp:owner', 'dbp:tenants', 'dbp:venue']",count,"[[7], [28]]"
5998,0.5,0.2,0.2857142857142857,11,2,5,How many food items have an ingredient from the Sapindales family?,"[['dbo:ingredient'], ['dbo:order']]","['dbo:family', 'dbo:ingredient', 'dbo:species', 'dbp:country', 'dbp:mainIngredient']",count,"[[21], [12]]"
6005,0.0,0.0,0.0,10,1,5,Name an architect famous for the sever hall in Massachusetts.,[['dbo:architect']],"['dbo:city', 'dbo:location', 'dbp:architect', 'dbp:birthPlace', 'dbp:knownFor']",list,[[43]]
6030,0.0,0.0,0.0,7,1,5,Is camel  of the chordate phylum?,[['dbp:phylum']],"['dbo:director', 'dbo:instrument', 'dbo:locatedInArea', 'dbo:phylum', 'dbo:writer']",boolean,[[4]]
6032,0.5,0.2,0.2857142857142857,14,2,5,Name the people whose academic advisor has also mentored the thesis of Alexius Meinong?,"[['dbo:academicAdvisor'], ['dbp:doctoralStudents']]","['dbo:academicAdvisor', 'dbo:almaMater', 'dbo:doctoralAdvisor', 'dbp:almaMater', 'dbp:doctoralAdvisor']",list,"[[9], [11]]"
6034,0.0,0.0,0.0,4,1,5,Who owns Chelsea F.C.?,[['dbo:occupation']],"['dbo:city', 'dbo:owner', 'dbo:owningCompany', 'dbp:owner', 'dbp:parent']",factoid,[[629]]
6060,0.0,0.0,0.0,6,1,5,which location is contained by upstreet,"[['dbo:country', 'dbo:district']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,"[[2554, 92]]"
6066,0.5,0.2,0.2857142857142857,8,2,5,Which shows had their painters born in England?,"[['dbo:creator'], ['dbp:birthPlace']]","['dbo:birthPlace', 'dbo:country', 'dbo:hometown', 'dbp:birthPlace', 'dbp:genre']",factoid,"[[246], [1526]]"
6081,0.5,0.2,0.2857142857142857,12,2,5,Which awards has been given to both michel hazanavicius and geoffrey rush?,"[['dbp:awards'], ['dbp:awards']]","['dbo:award', 'dbo:honours', 'dbo:restingPlace', 'dbo:service', 'dbp:awards']",factoid,"[[50], [50]]"
6089,0.5,0.2,0.2857142857142857,14,2,5,Which river's source mountain is Baikal Mountains and is located in Laptev Sea ?,"[['dbo:sourceMountain'], ['dbp:mouthLocation']]","['dbo:locatedInArea', 'dbo:location', 'dbo:source', 'dbo:sourceMountain', 'dbo:sourcePlace']",factoid,"[[11], [14]]"
6123,0.5,0.2,0.2857142857142857,11,2,5,Does the Ford Motor Company have a manufacturing plant in Malaysia?,"[['dbo:assembly'], ['dbo:manufacturer']]","['dbo:country', 'dbo:industry', 'dbo:manufacturer', 'dbo:product', 'dbp:company']",boolean,"[[7], [58]]"
6146,0.5,0.2,0.2857142857142857,9,2,5,Who all have developed softwares for Unix Like OSes?,"[['dbp:operatingSystem'], ['dbo:developer']]","['dbo:developer', 'dbo:operatingSystem', 'dbo:product', 'dbp:developer', 'dbp:programmingLanguage']",factoid,"[[5], [222]]"
6154,0.0,0.0,0.0,9,1,5,How many states does the Pioneer corporation operate in?,[['dbp:country']],"['dbo:country', 'dbo:location', 'dbo:state', 'dbp:operator', 'dbp:state']",count,[[18]]
6162,0.0,0.0,0.0,10,1,5,What was Brazil's lowest rank in the FIFA World Ranking?,[['dbp:fifaMin']],"['dbo:elevation', 'dbo:height', 'dbo:league', 'dbo:militaryRank', 'dbo:producer']",factoid,[[1]]
6196,0.5,0.2,0.2857142857142857,10,2,5,What show has writing of Erik Jendresen and Graham Yost?,"[['dbp:writer'], ['dbp:writer']]","['dbo:author', 'dbo:writer', 'dbp:author', 'dbp:producer', 'dbp:writer']",factoid,"[[61], [61]]"
6209,0.0,0.0,0.0,5,1,5,where is michael evans from,[['dbo:country']],"['dbo:birthPlace', 'dbo:deathPlace', 'dbo:hometown', 'dbo:nationality', 'dbp:birthPlace']",factoid,[[2554]]
6217,0.5,0.2,0.2857142857142857,10,2,5,How many developers make softwares for Unix like operating systems?,"[['dbp:operatingSystem'], ['dbo:developer']]","['dbo:computingPlatform', 'dbo:developer', 'dbo:operatingSystem', 'dbo:product', 'dbp:developer']",count,"[[5], [222]]"
6261,0.0,0.0,0.0,13,1,5,Did Hank Williams Jr. make Early in the Morning and Late at Night?,[['dbo:musicalArtist']],"['dbo:child', 'dbo:hometown', 'dbo:manufacturer', 'dbo:musicalBand', 'dbp:birthPlace']",boolean,[[23]]
6320,0.0,0.0,0.0,8,1,5,What are some mammals whose phylum is Chordate?,[['dbp:phylum']],"['dbo:order', 'dbo:phylum', 'dbo:restingPlace', 'dbo:species', 'dbp:mouthLocation']",factoid,[[4]]
6321,0.0,0.0,0.0,6,1,5,Does Chicago own the Monroe Station?,[['dbp:owned']],"['dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:owner', 'dbp:owner']",boolean,[[3]]
6323,0.0,0.0,0.0,9,1,5,What is the city whose mayor is Giorgos Kaminis?,[['dbp:mayor']],"['dbo:birthPlace', 'dbo:deathPlace', 'dbo:leaderName', 'dbo:mayor', 'dbo:region']",factoid,[[5]]
6332,0.5,0.2,0.2857142857142857,9,2,5,Who collaborated with Johnny Cash and Kris Kristofferson ?,"[['dbp:associatedActs'], ['dbp:associatedActs']]","['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:partner', 'dbp:associatedActs', 'dbp:writer']",factoid,"[[19], [19]]"
6345,0.5,0.2,0.2857142857142857,16,2,5,What are some products of the the company whose subsidiary is Sony Corp shareholders and subsidies?,"[['dbo:subsidiary'], ['dbo:manufacturer']]","['dbo:keyPerson', 'dbo:parentCompany', 'dbo:product', 'dbo:subsidiary', 'dbp:products']",factoid,"[[9], [58]]"
6385,0.0,0.0,0.0,9,1,5,What is the city whose mayor is Anne Hidalgo?,[['dbp:mayor']],"['dbo:birthPlace', 'dbo:deathPlace', 'dbo:leader', 'dbo:leaderName', 'dbo:mayor']",factoid,[[5]]
6392,0.5,0.2,0.2857142857142857,16,2,5,"Which band made the song Take me There, and has collaborated with Blayse in the past?","[['dbo:associatedBand'], ['dbo:musicalBand']]","['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:musicComposer', 'dbo:musicalArtist', 'dbp:pastMembers']",factoid,"[[22], [10]]"
