,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right
2418,1.0,1.0,1.0,7,1,1,Where in canada did jack caffery die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
2420,1.0,1.0,1.0,8,1,1,What genre of computer game is mobile forces,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
2422,1.0,1.0,1.0,9,1,1,What's a game published by capcom featuring the incredibles,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
2423,1.0,1.0,1.0,8,1,1,who is the executive producer of california solo,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:producer']],['dbo:producer'],factoid
2424,0.5,1.0,0.6666666666666666,17,2,1,Count the number of fileds of the scientist whose one of the interest is Chinese poetry ?,"[['dbp:fields'], ['dbp:fields']]",['dbp:fields'],count,0.5,1.0,0.6666666666666666,17,2,1,"[['dbp:fields'], ['dbp:fields']]",['dbp:fields'],count
2425,1.0,1.0,1.0,9,1,1,who is the producer for a lecture on camouflage,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:producer']],['dbo:producer'],factoid
2427,1.0,1.0,1.0,7,1,1,what netflix genre does charmed belong to,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
2428,1.0,0.5,0.6666666666666666,11,1,2,who is a chinese woman that was born in  shaoshan,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,0.5,0.6666666666666666,11,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
2429,1.0,1.0,1.0,5,1,1,where was david quinn born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2430,1.0,1.0,1.0,9,1,1,What album is classified under the Dance-Pop musical genre?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
2431,1.0,1.0,1.0,8,1,1,what song is by the artist bun b?,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:artist']],['dbo:artist'],factoid
2432,1.0,1.0,1.0,10,1,1,who published the videogame advanced dungeons & dragons: cloudy mountain,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
2433,1.0,1.0,1.0,5,1,1,Where was nuno santos born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2434,1.0,1.0,1.0,6,1,2,Where is the rajendra agricultural university,"[['dbo:country', 'dbo:city']]","['dbo:city', 'dbo:country']",factoid,1.0,0.6666666666666666,0.8,6,1,3,"[['dbo:country', 'dbo:city']]","['dbo:city', 'dbo:country', 'dbo:state']",factoid
2435,1.0,1.0,1.0,5,1,1,where was kiro gligorov born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2436,1.0,1.0,1.0,6,1,1,Name a public school (government funded).,[['dbo:type']],['dbo:type'],list,1.0,1.0,1.0,6,1,1,[['dbo:type']],['dbo:type'],list
2437,1.0,1.0,1.0,5,1,1,Give me all Danish movies.,[['dbo:country']],['dbo:country'],list,1.0,1.0,1.0,5,1,1,[['dbo:country']],['dbo:country'],list
2438,1.0,1.0,1.0,8,1,1,Who composed the music for Harold and Maude?,[['dbo:musicComposer']],['dbo:musicComposer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:musicComposer']],['dbo:musicComposer'],factoid
2439,1.0,1.0,1.0,6,1,1,which person composed for you blue?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer'],factoid
2440,1.0,0.6666666666666666,0.8,8,1,3,What is a location contained by kennebec county?,"[['dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",factoid,1.0,1.0,1.0,8,1,2,"[['dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",factoid
2442,1.0,1.0,1.0,5,1,2,Who was born in massachusetts,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
2443,1.0,1.0,1.0,8,1,1,what is a movie produced by haruki kadokawa,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:producer']],['dbo:producer'],factoid
2445,1.0,1.0,1.0,6,1,1,where did boris malenko pass away,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
2446,1.0,1.0,1.0,7,1,1,Where was the birthplace of petrônio gontijo,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2447,1.0,1.0,1.0,6,1,1,what is a song by circahq,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist'],factoid
2448,1.0,1.0,1.0,9,1,1,what is the name of a indie pop artist,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
2449,1.0,1.0,1.0,14,1,1,what kind of music is on sviđa mi se da ti ne bude prijatno?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,14,1,1,[['dbo:genre']],['dbo:genre'],factoid
2450,1.0,1.0,1.0,7,1,1,what film was produced by wendy finerman,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:producer']],['dbo:producer'],factoid
2452,1.0,1.0,1.0,7,1,1,which hampton was kyle haynes born in,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2455,0.5,1.0,0.6666666666666666,19,2,1,How many honorary title are there of the scientists who has  Australian of the Year award  ?,"[['dbo:award'], ['dbo:award']]",['dbo:award'],count,0.5,1.0,0.6666666666666666,19,2,1,"[['dbo:award'], ['dbo:award']]",['dbo:award'],count
2456,1.0,1.0,1.0,6,1,1,what songs have minnie riperton composed?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer'],factoid
2457,1.0,1.0,1.0,4,1,1,who is an actor,[['dbo:occupation']],['dbo:occupation'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:occupation']],['dbo:occupation'],factoid
2458,1.0,1.0,1.0,7,1,1,What type of game is domino master,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
2459,1.0,1.0,1.0,9,1,1,what record label is you kikkawa a part of,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
2460,1.0,1.0,1.0,6,1,1,what genre is the book gormenghast,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
2461,1.0,1.0,1.0,6,1,1,What's a new wave music album?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
2463,1.0,1.0,1.0,3,1,1,who composed flying,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,3,1,1,[['dbo:writer']],['dbo:writer'],factoid
2464,1.0,1.0,1.0,8,1,1,what is the ideology of liberal democratic union,[['dbo:ideology']],['dbo:ideology'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:ideology']],['dbo:ideology'],factoid
2466,1.0,1.0,1.0,6,1,1,What event took place in virginia?,[['dbo:place']],['dbo:place'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:place']],['dbo:place'],factoid
2467,1.0,1.0,1.0,6,1,1,what song is by joe bushkin?,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist'],factoid
2468,1.0,1.0,1.0,9,1,1,Does the north carolina highway 280 end in Arden?,[['dbo:routeEnd']],['dbo:routeEnd'],boolean,1.0,1.0,1.0,9,1,1,[['dbo:routeEnd']],['dbo:routeEnd'],boolean
2469,1.0,1.0,1.0,6,1,1,which company published over the reich?,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
2470,1.0,1.0,1.0,5,1,1,where is the bomb's origins,[['dbo:hometown']],['dbo:hometown'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:hometown']],['dbo:hometown'],factoid
2471,1.0,1.0,1.0,7,1,1,what is the time zone of demorest,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
2472,1.0,1.0,1.0,9,1,2,who is a french soccer player born in suresnes,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,9,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
2473,1.0,1.0,1.0,6,1,7,what is a city in idaho,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,6,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
2474,1.0,1.0,1.0,5,1,7,what town is in india?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,5,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
2475,1.0,0.5,0.6666666666666666,5,1,2,who wrote circle of friends,[['dbo:author']],"['dbo:author', 'dbo:writer']",factoid,1.0,1.0,1.0,5,1,1,[['dbo:author']],['dbo:author'],factoid
2478,1.0,1.0,1.0,9,1,1,what is the origin of the artist moving hearts,[['dbo:hometown']],['dbo:hometown'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:hometown']],['dbo:hometown'],factoid
2479,1.0,1.0,1.0,13,1,1,What category of music is at the gates of paradise considered to be?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,13,1,1,[['dbo:genre']],['dbo:genre'],factoid
2480,1.0,1.0,1.0,9,1,1,Who is the music composer of Kenny Dies ?,[['dbo:musicComposer']],['dbo:musicComposer'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:musicComposer']],['dbo:musicComposer'],factoid
2481,1.0,1.0,1.0,9,1,1,what company did publish brothers in arms ds game,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
2482,1.0,1.0,1.0,6,1,1,what game is published by atari?,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
2483,1.0,1.0,1.0,7,1,1,claudemir ferreira da silva plays what position?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
2484,1.0,1.0,1.0,10,1,1,what is a production company in the film cuban fury,[['dbp:studio']],['dbp:studio'],factoid,1.0,1.0,1.0,10,1,1,[['dbp:studio']],['dbp:studio'],factoid
2485,0.5,1.0,0.6666666666666666,10,2,1,What country had the title of 2001 Speedway Ekstraliga ?,"[['dbp:title'], ['dbo:country']]",['dbo:country'],factoid,0.5,1.0,0.6666666666666666,10,2,1,"[['dbp:title'], ['dbo:country']]",['dbo:country'],factoid
2487,1.0,1.0,1.0,6,1,1,where was elif jale yeşilırmak born?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2488,1.0,1.0,1.0,5,1,1,which company published colony wars,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
2489,1.0,1.0,1.0,7,1,1,What would be called a post-grunge album,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
2490,1.0,1.0,1.0,7,1,1,Which album was released by jurassic 5?,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type'],factoid
2492,1.0,1.0,1.0,4,1,1,Who died from murder?,[['dbo:deathCause']],['dbo:deathCause'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:deathCause']],['dbo:deathCause'],factoid
2494,1.0,1.0,1.0,7,1,1,what football position does petr kaspřák play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
2495,1.0,1.0,1.0,9,1,1,What genre of music is the album Laura Branigan?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
2498,1.0,1.0,1.0,10,1,1,"what genre is hawthorne, ca: birthplace of a musical legacy",[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre'],factoid
2499,1.0,1.0,1.0,8,1,1,what is a track by the artsit darude,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:artist']],['dbo:artist'],factoid
2500,1.0,1.0,1.0,6,1,1,Who wrote the film big leaguer,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer'],factoid
2501,1.0,1.0,1.0,6,1,1,what position does florian riedel play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
2502,1.0,1.0,1.0,6,1,1,what type of game is aerostar,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
2503,1.0,1.0,1.0,12,1,1,What genre does the album mona – the carnivorous circus belong to,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:genre']],['dbo:genre'],factoid
2504,1.0,1.0,1.0,10,1,1,where in the midwest was henry louis larsen born in?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2505,1.0,1.0,1.0,7,1,1,who is the producer of blood money,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:producer']],['dbo:producer'],factoid
2506,1.0,1.0,1.0,10,1,1,what kind of game is medal of honor: heroes 2,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre'],factoid
2507,1.0,1.0,1.0,6,1,2,Who's a footballer born in coventry,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
2509,1.0,1.0,1.0,10,1,1,What are some lyrics that were written by stevie wonder,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:writer']],['dbo:writer'],factoid
2510,1.0,1.0,1.0,11,1,1,What genre does music by chief stephen osita osadebe fall into?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre'],factoid
2511,1.0,1.0,1.0,4,1,1,what killed tom held,[['dbo:deathCause']],['dbo:deathCause'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:deathCause']],['dbo:deathCause'],factoid
2513,1.0,1.0,1.0,5,1,1,what music genre is axwell,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],factoid
2514,1.0,1.0,1.0,3,1,1,where is lofoten?,[['dbo:country']],['dbo:country'],factoid,1.0,0.5,0.6666666666666666,3,1,2,[['dbo:country']],"['dbo:country', 'dbo:district']",factoid
2515,1.0,1.0,1.0,7,1,1,what time zone is desoto situated in,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
2516,1.0,1.0,1.0,4,1,1,where did philopoemen die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
2517,1.0,0.6666666666666666,0.8,6,1,3,Name a location within cherokee county,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",list,1.0,0.6666666666666666,0.8,6,1,3,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",list
2519,1.0,1.0,1.0,6,1,1,which films has carl franklin directed,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:director']],['dbo:director'],factoid
2520,1.0,0.5,0.6666666666666666,10,1,2,who is a person that was born in  klatovy,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,0.5,0.6666666666666666,10,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
2521,1.0,1.0,1.0,9,1,1,what sorts of music is created gy vera matović,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
2522,1.0,1.0,1.0,9,1,1,what type of music does dog party album play,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
2523,1.0,1.0,1.0,6,1,1,what is a fighting game title,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
2524,1.0,1.0,1.0,7,1,1,where did george washington custis lee die,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid,1.0,1.0,1.0,7,1,1,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid
2525,1.0,1.0,1.0,10,1,1,where did john page spend his last day of life,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
2526,1.0,1.0,1.0,10,1,1,what is the language spoken in a lady in love?,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:language']],['dbo:language'],factoid
2527,1.0,1.0,1.0,8,1,1,which films have been produced by max fleischer?,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:producer']],['dbo:producer'],factoid
2528,1.0,1.0,1.0,10,1,1,"Which conflict was frederick roberts, 1st earl roberts involved in",[['dbo:battle']],['dbo:battle'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:battle']],['dbo:battle'],factoid
2529,1.0,0.5,0.6666666666666666,6,1,2,where is the artist savingjane from,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid,1.0,0.5,0.6666666666666666,6,1,2,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid
2530,1.0,1.0,1.0,7,1,1,What an example of greek revival architecture,[['dbo:architecturalStyle']],['dbo:architecturalStyle'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:architecturalStyle']],['dbo:architecturalStyle'],factoid
2531,1.0,1.0,1.0,6,1,1,where was william cahoon given birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2532,1.0,1.0,1.0,7,1,1,what is a work by ben moody,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:writer']],['dbo:writer'],factoid
2533,1.0,1.0,1.0,10,1,1,who is the director of the secret agent x-9 movie,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:director']],['dbo:director'],factoid
2534,1.0,1.0,1.0,9,1,1,Name a fiction genre book written by Kate Elliott?,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,1.0,1.0,1.0,9,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],list
2535,1.0,1.0,1.0,6,1,1,what newspaper circulates in santa clara?,[['dbo:headquarter']],['dbo:headquarter'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:headquarter']],['dbo:headquarter'],factoid
2536,1.0,1.0,1.0,6,1,2,who was born in andhra pradesh,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
2537,1.0,1.0,1.0,6,1,2,what state is  blockton found,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,6,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
2538,1.0,1.0,1.0,4,1,1,What company published lightspeed?,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
2541,1.0,1.0,1.0,13,1,1,Which genre of music is found on the album santana iii: legacy edition,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,13,1,1,[['dbo:genre']],['dbo:genre'],factoid
2542,1.0,1.0,1.0,10,1,1,What language is used in the television program super friends,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:language']],['dbo:language'],factoid
2543,1.0,1.0,1.0,7,1,1,"Which time zone is fredericksburg, virginia in?",[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
2544,1.0,1.0,1.0,8,1,1,what kind of music is better than raw,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
2545,0.5,1.0,0.6666666666666666,8,2,1,Food in which countries has shallot in it?,"[['dbo:ingredient'], ['dbo:country']]",['dbo:country'],list,0.5,1.0,0.6666666666666666,8,2,1,"[['dbo:ingredient'], ['dbo:country']]",['dbo:country'],list
2546,1.0,1.0,1.0,8,1,1,what albums have been released by sarah vaughan?,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:artist']],['dbo:artist'],factoid
2547,1.0,1.0,1.0,8,1,1,Who wrote the film christopher columbus: the discovery,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer'],factoid
2548,1.0,1.0,1.0,7,1,1,what movie was directed by taika waititi,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:director']],['dbo:director'],factoid
2549,1.0,1.0,1.0,5,1,1,where was muriel byck born,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid
2550,1.0,0.5,0.6666666666666666,6,1,2,what religion is ananda ranga pillai,[['dbo:religion']],"['dbo:religion', 'dbp:religion']",factoid,1.0,1.0,1.0,6,1,1,[['dbo:religion']],['dbo:religion'],factoid
2551,1.0,1.0,1.0,9,1,1,What 1995 song was written by joe perry (musician)?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:writer']],['dbo:writer'],factoid
2553,1.0,1.0,1.0,5,1,1,Where was allan rock born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2554,0.5,1.0,0.6666666666666666,9,2,1,What are some devices whose manufacturers are in taiwan?,"[['dbo:manufacturer'], ['dbp:locationCountry']]",['dbo:manufacturer'],factoid,0.5,1.0,0.6666666666666666,9,2,1,"[['dbo:manufacturer'], ['dbp:locationCountry']]",['dbo:manufacturer'],factoid
2555,1.0,1.0,1.0,5,1,1,where did helen zelezny-scholz die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
2556,1.0,1.0,1.0,7,1,1,what albums is part of folk rock,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
2558,1.0,1.0,1.0,9,1,1,johnson monteiro pinto macaba  plays what football position,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:position']],['dbo:position'],factoid
2559,1.0,1.0,1.0,7,1,1,To where does Lake St. Clair flow?,[['dbo:outflow']],['dbo:outflow'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:outflow']],['dbo:outflow'],factoid
2560,1.0,1.0,1.0,5,1,1,what is glenn davis's nationality?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2561,1.0,1.0,1.0,6,1,1,What time zone is moultonborough in?,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
2562,1.0,1.0,1.0,6,1,2,which county is damon located in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,6,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
2563,1.0,1.0,1.0,4,1,1,Who directed henry v?,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:director']],['dbo:director'],factoid
